record_id,dataset_partition,recommended_split,data_source,synthetic_method,grade_band,age_range,unit_family,unit_label,session_index,session_title,session_type,task_family,prompt_text,learner_response,artifact_summary,teacher_observation,peer_feedback,checkpoint_result,proof_of_work_present,proof_of_work_type,ai_used,ai_mode,ai_prompt,ai_suggestion_summary,learner_change_summary,confidence_self_rating,mastery,evidence_use,metacognition,independence,integrity_risk,safety_awareness,collaboration_signal,needs_followup,source_weight,eligible_for_training,eligible_for_eval,curriculum_anchor,scenario_tag,challenge_pattern,qc_pass,qc_notes
cha_46_00027,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,6,Iterate With Evidence,checkpoint,checkpoint_evidence,"At checkpoint, show evidence: sketch, data, or test result.","At checkpoint we showed a cardboard prototype, a photo of prototype, and one test note.","Cardboard prototype, photo of prototype, and two-user test note about water bottles are forgotten and tossed.","Artifact quality was strong, but the reflection did not explain what changed or why.",Could you test it with one more grade level?,pass_with_support,True,sketch_data_test_note,True,student_optional,Suggest ways to explain recycling confusion to younger students.,Suggested short survey wording and a before/after count.,Student kept most wording and made only minor edits.,4,proficient,strong,weak,low,low,developing,strong,True,0.1,False,True,pitch_problem_evidence_next_step,prototype,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_46_00028,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,3,Design a Solution,retrieval,constraint_reasoning,Name one or two constraints and explain how they changed your design.,"Our main constraints were time and materials. Because we only had recycled cardboard, we changed the design so it could still reduce students are confused about recycling bins in the common areas.","Block-code demo, two-user test note, and tally sheet about students are confused about recycling bins.","Student used AI as a coach, not a copier, and could explain each change.",Could you test it with one more grade level?,pass,True,sketch_data_test_note,True,student_optional,Suggest a clearer structure for this response.,Suggested a short structure and one example.,"Student kept the structure, replaced generic examples with real evidence, and added a critique of the AI suggestion.",4,advanced,strong,strong,medium,low,strong,developing,True,0.1,False,True,checkpoint_show_evidence,pitch,responsible_ai_good_critique,True,Challenge case: responsible_ai_good_critique
cha_46_00029,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,artifact,data_note,"What data did you collect, and what does it suggest?","We collected a before/after count with 8 answers. Most people said classroom doors stay open and heat escapes, so we focused our design on that pattern.","Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.",Your evidence line is clear.,not_yet,False,missing_or_thin,False,none,,,,4,proficient,weak,developing,low,high,developing,strong,True,0.1,False,True,checkpoint_show_evidence,pitch,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_46_00030,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,6,Iterate With Evidence,reflection,evidence_changed_mind,What evidence changed your mind today?,"At first we wanted a bigger build, but the tally sheet showed students wanted a faster fix. We changed to a simpler version because the evidence was clearer.","Cardboard prototype, tally sheet, and two-user test note about too much food waste after lunch.",Student arrived at a plausible output but could not explain why that choice followed from the evidence.,Maybe explain the safety part more.,pass_with_support,True,sketch_data_test_note,False,none,,,,1,developing,developing,weak,high,medium,strong,strong,True,0.1,False,True,reflection_evidence_changed_mind,user_test,correct_output_weak_explanation,True,Challenge case: correct_output_weak_explanation
cha_46_00031,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,6,Iterate With Evidence,checkpoint,test_feedback_iteration,"What feedback did you get, and how will you improve the design?",We got feedback and will make it better next time.,"Paper storyboard, teacher checkpoint note, and two-user test note about garden tools are hard to track.","Student answered quickly and confidently, but the reasoning skipped key checks.",Your evidence line is clear.,pass_with_support,True,sketch_data_test_note,False,none,,,,4,novice,weak,strong,high,medium,developing,developing,True,0.1,False,True,pitch_problem_evidence_next_step,survey,high_confidence_wrong_reasoning,True,Challenge case: high_confidence_wrong_reasoning
cha_46_00032,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,8,Expo Day,artifact,pitch_evidence,"Give a short pitch using problem, evidence, solution, and next step.",We noticed lights left on in empty rooms in the hallway classrooms. Our data from 15 responses shows it happens often. We built a recycling sign mockup and next we will test it with more users.,"Recycling sign mockup, before/after count, and two-user test note about lights left on in empty rooms.","AI use was disclosed, but the student could not explain enough of the final wording in their own terms.",Your evidence line is clear.,pass,True,sketch_data_test_note,True,student_optional,Write this for me in a clearer way.,Suggested a polished full response.,Student kept most wording and made only minor edits.,4,proficient,strong,strong,low,high,strong,strong,True,0.1,False,True,pitch_problem_evidence_next_step,survey,ai_disclosed_minimal_changes,True,Challenge case: ai_disclosed_minimal_changes
cha_46_00033,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,6,Iterate With Evidence,ai_trace,ai_disclosure,"If you used AI, record the prompt, suggestion, and what you changed.",No AI used. We wrote our own survey and pitch notes.,"Detailed claims were made, but screenshots, notes, or intermediate work were not available.",Team gave a clean pitch but could not show the matching tally or test note.,Your evidence line is clear.,not_yet,False,missing,False,none,,,,4,proficient,weak,weak,low,high,weak,strong,True,0.1,False,True,ai_trace_prompt_change,pitch,no_proof_of_work_but_specific_claims,True,Challenge case: no_proof_of_work_but_specific_claims
cha_46_00034,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,checkpoint,checkpoint_evidence,"At checkpoint, show evidence: sketch, data, or test result.","At checkpoint we showed a recycling sign mockup, a before/after count, and one test note.","Recycling sign mockup, before/after count, and two-user test note about paper towel use is too high.","Artifact quality was strong, but the reflection did not explain what changed or why.",Maybe explain the safety part more.,pass_with_support,True,sketch_data_test_note,True,student_optional,Help rewrite our pitch opener about saving energy.,Suggested a three-part pitch structure.,Student kept most wording and made only minor edits.,4,developing,strong,weak,low,low,weak,developing,True,0.1,False,True,constraints_data_feedback,user_test,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_46_00035,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,2,Collect Simple Data,retrieval,constraint_reasoning,Name one or two constraints and explain how they changed your design.,"Our main constraints were time and materials. Because we only had recycled cardboard, we changed the design so it could still reduce classroom doors stay open and heat escapes in the portable rooms.","Recycling sign mockup, two-user test note, and tally sheet about classroom doors stay open and heat escapes.","Student used AI as a coach, not a copier, and could explain each change.","The problem is strong, but your next step needs a date.",pass,True,sketch_data_test_note,True,student_optional,Suggest a clearer structure for this response.,Suggested a short structure and one example.,"Student kept the structure, replaced generic examples with real evidence, and added a critique of the AI suggestion.",4,proficient,strong,strong,medium,low,strong,strong,True,0.1,False,True,reflection_evidence_changed_mind,prototype,responsible_ai_good_critique,True,Challenge case: responsible_ai_good_critique
cha_46_00036,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,2,Collect Simple Data,artifact,data_note,"What data did you collect, and what does it suggest?","We collected a photo of prototype with 8 answers. Most people said students are confused about recycling bins, so we focused our design on that pattern.","Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.","The problem is strong, but your next step needs a date.",not_yet,False,missing_or_thin,True,student_optional,Suggest ways to explain recycling confusion to younger students.,Suggested a three-part pitch structure.,Students kept the structure but rewrote the wording in their own voice.,4,developing,weak,developing,low,high,strong,strong,True,0.1,False,True,pitch_problem_evidence_next_step,survey,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_46_00037,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,7,Create a Clear Pitch,reflection,evidence_changed_mind,What evidence changed your mind today?,We changed our idea after feedback.,"Paper storyboard mentioned, but supporting tally sheet was missing.",Student arrived at a plausible output but could not explain why that choice followed from the evidence.,"The problem is strong, but your next step needs a date.",not_yet,False,missing_or_partial,False,none,,,,4,developing,developing,weak,low,medium,weak,developing,True,0.1,False,True,constraints_data_feedback,prototype,correct_output_weak_explanation,True,Challenge case: correct_output_weak_explanation
cha_46_00038,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,checkpoint,test_feedback_iteration,"What feedback did you get, and how will you improve the design?",We got feedback and will make it better next time.,"Recycling sign mockup, before/after count, and quick survey about battery bins are not used properly.","Student answered quickly and confidently, but the reasoning skipped key checks.",I like the data point about the cafeteria.,pass_with_support,True,sketch_data_test_note,True,student_optional,Suggest ways to explain recycling confusion to younger students.,Suggested short survey wording and a before/after count.,Student kept most wording and made only minor edits.,4,novice,weak,weak,low,medium,developing,strong,True,0.1,False,True,ai_trace_prompt_change,prototype,high_confidence_wrong_reasoning,True,Challenge case: high_confidence_wrong_reasoning
cha_46_00039,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,7,Create a Clear Pitch,artifact,pitch_evidence,"Give a short pitch using problem, evidence, solution, and next step.",Our problem is battery bins are not used properly. The data helped us choose a block-code demo. Next we will test it again.,"Block-code demo mentioned, but supporting quick survey was missing.","AI use was disclosed, but the student could not explain enough of the final wording in their own terms.",Your evidence line is clear.,not_yet,False,missing_or_partial,True,student_optional,Write this for me in a clearer way.,Suggested a polished full response.,Student kept most wording and made only minor edits.,4,developing,weak,weak,low,high,weak,developing,True,0.1,False,True,constraints_data_feedback,pitch,ai_disclosed_minimal_changes,True,Challenge case: ai_disclosed_minimal_changes
cha_46_00040,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,ai_trace,ai_disclosure,"If you used AI, record the prompt, suggestion, and what you changed.",Prompt: Help us write three survey questions about waste at school. Suggestion: keep questions short and specific. What we changed: we removed one vague question and added our own school examples.,"Detailed claims were made, but screenshots, notes, or intermediate work were not available.",Team needed a prompt to connect the data to the design choice.,"The problem is strong, but your next step needs a date.",not_yet,False,missing,True,student_optional,Give us survey questions about food waste in the cafeteria.,Suggested clear labels and a color key for bins.,Students kept the structure but rewrote the wording in their own voice.,4,proficient,strong,strong,medium,high,strong,developing,True,0.1,False,True,reflection_evidence_changed_mind,prototype,no_proof_of_work_but_specific_claims,True,Challenge case: no_proof_of_work_but_specific_claims
cha_46_00041,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,1,Define a Community Challenge,checkpoint,checkpoint_evidence,"At checkpoint, show evidence: sketch, data, or test result.","At checkpoint we showed a block-code demo, a two-user test note, and one test note.","Block-code demo, two-user test note, and before/after count about students are confused about recycling bins.","Artifact quality was strong, but the reflection did not explain what changed or why.",Your evidence line is clear.,pass_with_support,True,sketch_data_test_note,False,none,,,,4,proficient,strong,weak,high,low,developing,strong,True,0.1,False,True,checkpoint_show_evidence,prototype,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_46_00042,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,4,Build a Prototype,retrieval,constraint_reasoning,Name one or two constraints and explain how they changed your design.,A constraint was time so we made it smaller.,"Paper storyboard, tally sheet, and quick survey about students are confused about recycling bins.","Student used AI as a coach, not a copier, and could explain each change.",Could you test it with one more grade level?,pass_with_support,True,sketch_data_test_note,True,student_optional,Suggest a clearer structure for this response.,Suggested a short structure and one example.,"Student kept the structure, replaced generic examples with real evidence, and added a critique of the AI suggestion.",1,novice,developing,strong,medium,low,strong,developing,True,0.1,False,True,reflection_evidence_changed_mind,prototype,responsible_ai_good_critique,True,Challenge case: responsible_ai_good_critique
cha_46_00043,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,2,Collect Simple Data,artifact,data_note,"What data did you collect, and what does it suggest?",We asked people and wrote notes. The data said the problem happens a lot in the library makerspace.,"Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.",I like the data point about the cafeteria.,not_yet,False,missing_or_thin,False,none,,,,4,developing,weak,developing,low,high,strong,developing,True,0.1,False,True,constraints_data_feedback,survey,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_46_00044,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,reflection,evidence_changed_mind,What evidence changed your mind today?,We changed our idea after feedback.,"Block-code demo, tally sheet, and before/after count about classroom doors stay open and heat escapes.",Student arrived at a plausible output but could not explain why that choice followed from the evidence.,I like the data point about the cafeteria.,pass_with_support,True,sketch_data_test_note,False,none,,,,4,developing,developing,weak,low,medium,developing,developing,True,0.1,False,True,reflection_evidence_changed_mind,prototype,correct_output_weak_explanation,True,Challenge case: correct_output_weak_explanation
cha_46_00045,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,6,Iterate With Evidence,checkpoint,test_feedback_iteration,"What feedback did you get, and how will you improve the design?",We got feedback and will make it better next time.,"Block-code demo, before/after count, and quick survey about garden tools are hard to track.","Student answered quickly and confidently, but the reasoning skipped key checks.",I like the data point about the cafeteria.,pass,True,sketch_data_test_note,True,student_optional,Suggest ways to explain recycling confusion to younger students.,Suggested short survey wording and a before/after count.,Students kept the structure but rewrote the wording in their own voice.,4,novice,weak,developing,medium,medium,strong,strong,True,0.1,False,True,checkpoint_show_evidence,pitch,high_confidence_wrong_reasoning,True,Challenge case: high_confidence_wrong_reasoning
cha_46_00046,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,7,Create a Clear Pitch,artifact,pitch_evidence,"Give a short pitch using problem, evidence, solution, and next step.",We noticed battery bins are not used properly in the library makerspace. Our data from 8 responses shows it happens often. We built a block-code demo and next we will test it with more users.,"Block-code demo mentioned, but supporting quick survey was missing.","AI use was disclosed, but the student could not explain enough of the final wording in their own terms.",I like the data point about the cafeteria.,not_yet,False,missing_or_partial,True,student_optional,Write this for me in a clearer way.,Suggested a polished full response.,Student kept most wording and made only minor edits.,4,proficient,weak,weak,low,high,weak,strong,True,0.1,False,True,constraints_data_feedback,user_test,ai_disclosed_minimal_changes,True,Challenge case: ai_disclosed_minimal_changes
cha_46_00047,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,4,Build a Prototype,ai_trace,ai_disclosure,"If you used AI, record the prompt, suggestion, and what you changed.",No AI used. We wrote our own survey and pitch notes.,"Detailed claims were made, but screenshots, notes, or intermediate work were not available.",Team gave a clean pitch but could not show the matching tally or test note.,Your evidence line is clear.,not_yet,False,missing,False,none,,,,4,proficient,weak,weak,low,high,weak,strong,True,0.1,False,True,constraints_data_feedback,survey,no_proof_of_work_but_specific_claims,True,Challenge case: no_proof_of_work_but_specific_claims
cha_46_00048,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,1,Define a Community Challenge,checkpoint,checkpoint_evidence,"At checkpoint, show evidence: sketch, data, or test result.",We described our idea but did not bring the tally sheet to checkpoint.,"Sensor sketch mentioned, but supporting teacher checkpoint note was missing.","Artifact quality was strong, but the reflection did not explain what changed or why.",Your evidence line is clear.,pass_with_support,True,missing_or_partial,False,none,,,,4,developing,strong,weak,low,low,developing,developing,True,0.1,False,True,constraints_data_feedback,user_test,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_46_00049,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,4,Build a Prototype,retrieval,constraint_reasoning,Name one or two constraints and explain how they changed your design.,We had to think about time and safety. That made us pick a simpler idea for the hallway classrooms.,"Cardboard prototype, quick survey, and two-user test note about lights left on in empty rooms.","Student used AI as a coach, not a copier, and could explain each change.",I like the data point about the cafeteria.,pass_with_support,True,sketch_data_test_note,True,student_optional,Suggest a clearer structure for this response.,Suggested a short structure and one example.,"Student kept the structure, replaced generic examples with real evidence, and added a critique of the AI suggestion.",1,developing,developing,strong,medium,low,strong,strong,True,0.1,False,True,checkpoint_show_evidence,survey,responsible_ai_good_critique,True,Challenge case: responsible_ai_good_critique
cha_46_00050,challenge,challenge,synthetic,integrity_edgecase_v1,4-6,9-11,eco_smart_design_lab,Eco-Smart Design Lab,5,Test With Users,artifact,data_note,"What data did you collect, and what does it suggest?",We got some data and it helped.,"Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.","The problem is strong, but your next step needs a date.",not_yet,False,missing_or_thin,False,none,,,,4,proficient,weak,weak,low,high,weak,strong,True,0.1,False,True,checkpoint_show_evidence,survey,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_79_00001,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,5,Create a Media AI Detector Checklist,reflection,model_limitation,Write one limitation of your model or checklist and how you will reduce it.,The model is not perfect and needs more work.,"Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.",Add one concrete example from your test sheet.,not_yet,False,missing_or_thin,True,student_optional,Give me a short checklist for spotting AI-generated media.,"Suggested source checks, context checks, and wording checks.",Student kept most wording and made only minor edits.,4,proficient,weak,weak,low,high,developing,strong,True,0.1,False,True,ai_trace_prompt_change_critique,classifier,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_79_00002,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,4,Evaluate Model Behavior,reflection,fairness_improvement,Describe one safety or fairness improvement you would make.,I would add more varied examples and check subgroup mistakes separately. High overall accuracy like 89% can still hide unequal errors.,"Lab sheet with 18 training items, 12 test items, and a note about a post that mixes opinion words with factual claims.",Student arrived at a plausible output but could not explain why that choice followed from the evidence.,"The checklist is clear, but the evidence note needs detail.",pass_with_support,True,lab_book_test_cases,False,none,,,,1,developing,developing,weak,high,medium,strong,developing,True,0.1,False,True,ai_trace_prompt_change_critique,classifier,correct_output_weak_explanation,True,Challenge case: correct_output_weak_explanation
cha_79_00003,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,4,Evaluate Model Behavior,ai_trace,ai_disclosure,"If AI was used, record the prompt, suggestion, and what you changed.",Prompt: Write a checklist for me. Suggestion: several polished rules. What I changed: only small wording edits.,"Prompt critique paragraph referenced, but test-case evidence was missing or incomplete.","Student answered quickly and confidently, but the reasoning skipped key checks.",Add one concrete example from your test sheet.,not_yet,False,missing_or_thin,True,student_optional,Give me a short checklist for spotting AI-generated media.,Suggested a polished limitation sentence.,Student kept most of the wording and made only minor edits.,4,novice,weak,weak,low,medium,weak,developing,True,0.1,False,True,safety_fairness_improvement,classifier,high_confidence_wrong_reasoning,True,Challenge case: high_confidence_wrong_reasoning
cha_79_00004,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,4,Evaluate Model Behavior,artifact,test_case_note,"Record what data, what settings, and what surprised you in testing.",We tested the model and it was surprising sometimes.,"Prompt critique paragraph with 18 training items, 12 test items, and a note about a dramatic headline about a new school rule.","AI use was disclosed, but the student could not explain enough of the final wording in their own terms.","The checklist is clear, but the evidence note needs detail.",pass_with_support,True,lab_book_test_cases,True,student_optional,Write this for me in a clearer way.,Suggested a polished full response.,Student kept most wording and made only minor edits.,1,novice,developing,strong,low,high,strong,strong,True,0.1,False,True,safety_fairness_improvement,classifier,ai_disclosed_minimal_changes,True,Challenge case: ai_disclosed_minimal_changes
cha_79_00005,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,7,Policy & Ethics Debate,reflection,reflection_rule,Write one rule you will use to check AI-generated media.,I will be more careful next time.,"Detailed claims were made, but screenshots, notes, or intermediate work were not available.",Student produced polished wording but could not walk through the test cases behind the claim.,"The checklist is clear, but the evidence note needs detail.",not_yet,False,missing,False,none,,,,4,proficient,weak,weak,low,high,weak,developing,True,0.1,False,True,claim_evidence_bias,checklist,no_proof_of_work_but_specific_claims,True,Challenge case: no_proof_of_work_but_specific_claims
cha_79_00006,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,8,Public Showcase,peer_feedback,skeptical_question_response,Respond to one skeptical question using evidence or uncertainty.,I think the model is good because the answer looks right.,"Headline evidence chart referenced, but test-case evidence was missing or incomplete.","Artifact quality was strong, but the reflection did not explain what changed or why.",Could you explain why accuracy is not enough?,pass_with_support,True,missing_or_thin,False,none,,,,4,proficient,strong,weak,low,low,weak,strong,True,0.1,False,True,safety_fairness_improvement,classifier,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_79_00007,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,1,"Question, Claims, and Evidence",retrieval,claim_vs_evidence,Explain the difference between a claim and evidence using one example.,"The claim is the statement inside a post that mixes opinion words with factual claims. Evidence is the source, data, or direct proof that supports it. Without evidence, the claim stays unverified.","Prompt critique paragraph referenced, but test-case evidence was missing or incomplete.",Student discussed performance but did not inspect who might be harmed by uneven errors.,Add one concrete example from your test sheet.,not_yet,False,missing_or_thin,True,student_optional,Help me phrase a limitation statement about uneven data.,Suggested a polished limitation sentence.,Student kept most of the wording and made only minor edits.,4,proficient,weak,weak,low,high,weak,strong,True,0.1,False,True,safety_fairness_improvement,checklist,fairness_blindspot,True,Challenge case: fairness_blindspot
cha_79_00008,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,7,Policy & Ethics Debate,reflection,model_limitation,Write one limitation of your model or checklist and how you will reduce it.,The model is not perfect and needs more work.,"Confusion-matrix draft with 24 training items, 8 test items, and a note about a short post making a health claim without evidence.","Student used AI as a coach, not a copier, and could explain each change.",Good distinction between claim and evidence.,pass_with_support,True,lab_book_test_cases,True,student_optional,Suggest examples of label bias in a small classifier.,"Suggested source checks, context checks, and wording checks.","Student kept the structure, replaced generic examples with real evidence, and added a critique of the AI suggestion.",4,developing,weak,strong,medium,low,strong,strong,True,0.1,False,True,safety_fairness_improvement,lab_note,responsible_ai_good_critique,True,Challenge case: responsible_ai_good_critique
cha_79_00009,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,4,Evaluate Model Behavior,reflection,fairness_improvement,Describe one safety or fairness improvement you would make.,We should make it fairer by making it better.,"Referenced an artifact verbally, but no matching proof-of-work was shown.","Response sounded polished but the student could not show the supporting note, artifact, or test evidence.",Good distinction between claim and evidence.,not_yet,False,missing_or_thin,True,student_optional,Give me a short checklist for spotting AI-generated media.,Suggested a polished limitation sentence.,Student kept most wording and made only minor edits.,4,developing,weak,weak,low,high,weak,strong,True,0.1,False,True,checkpoint_metrics_examples_notes,lab_note,polished_answer_no_evidence,True,Challenge case: polished_answer_no_evidence
cha_79_00010,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,3,Build a Simple Classifier,ai_trace,ai_disclosure,"If AI was used, record the prompt, suggestion, and what you changed.",Prompt: Write a checklist for me. Suggestion: several polished rules. What I changed: only small wording edits.,"Bias note referenced, but test-case evidence was missing or incomplete.",Student arrived at a plausible output but could not explain why that choice followed from the evidence.,Could you explain why accuracy is not enough?,not_yet,False,missing_or_thin,True,student_optional,Give me a short checklist for spotting AI-generated media.,"Suggested source checks, context checks, and wording checks.",Student kept most wording and made only minor edits.,4,developing,developing,weak,low,medium,weak,strong,True,0.1,False,True,ai_trace_prompt_change_critique,classifier,correct_output_weak_explanation,True,Challenge case: correct_output_weak_explanation
cha_79_00011,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,3,Build a Simple Classifier,artifact,test_case_note,"Record what data, what settings, and what surprised you in testing.",We tested the model and it was surprising sometimes.,"Bias note with 18 training items, 6 test items, and a note about a clip edited to remove important context.","Student answered quickly and confidently, but the reasoning skipped key checks.","The checklist is clear, but the evidence note needs detail.",pass_with_support,True,lab_book_test_cases,False,none,,,,4,novice,weak,strong,medium,medium,strong,strong,True,0.1,False,True,model_limitation_reflection,lab_note,high_confidence_wrong_reasoning,True,Challenge case: high_confidence_wrong_reasoning
cha_79_00012,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,6,Communicate Findings,reflection,reflection_rule,Write one rule you will use to check AI-generated media.,I will be more careful next time.,"Headline evidence chart referenced, but test-case evidence was missing or incomplete.","AI use was disclosed, but the student could not explain enough of the final wording in their own terms.","The checklist is clear, but the evidence note needs detail.",not_yet,False,missing_or_thin,True,student_optional,Suggest examples of label bias in a small classifier.,Suggested examples of class imbalance and sampling bias.,Student kept most wording and made only minor edits.,4,proficient,weak,weak,low,high,weak,developing,True,0.1,False,True,ai_trace_prompt_change_critique,classifier,ai_disclosed_minimal_changes,True,Challenge case: ai_disclosed_minimal_changes
cha_79_00013,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,6,Communicate Findings,peer_feedback,skeptical_question_response,Respond to one skeptical question using evidence or uncertainty.,I answered using our test results and said we still need more data.,"Detailed claims were made, but screenshots, notes, or intermediate work were not available.",Student showed test cases and could explain one surprise.,Good distinction between claim and evidence.,not_yet,False,missing,False,none,,,,4,advanced,strong,developing,high,high,strong,developing,True,0.1,False,True,checkpoint_metrics_examples_notes,lab_note,no_proof_of_work_but_specific_claims,True,Challenge case: no_proof_of_work_but_specific_claims
cha_79_00014,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,2,Data + Bias Basics,retrieval,claim_vs_evidence,Explain the difference between a claim and evidence using one example.,A claim is what the post says. Evidence is what proves it is true.,"Lab sheet referenced, but test-case evidence was missing or incomplete.","Artifact quality was strong, but the reflection did not explain what changed or why.",Your fairness point is strong.,pass_with_support,True,missing_or_thin,False,none,,,,4,developing,strong,weak,low,low,weak,developing,True,0.1,False,True,model_limitation_reflection,classifier,strong_artifact_weak_reflection,True,Challenge case: strong_artifact_weak_reflection
cha_79_00015,challenge,challenge,synthetic,integrity_edgecase_v1,7-9,12-14,ai_media_detective_lab,AI Media Detective Lab,3,Build a Simple Classifier,reflection,model_limitation,Write one limitation of your model or checklist and how you will reduce it.,The model is not perfect and needs more work.,"Test-case table referenced, but test-case evidence was missing or incomplete.",Student discussed performance but did not inspect who might be harmed by uneven errors.,Could you explain why accuracy is not enough?,not_yet,False,missing_or_thin,False,none,,,,4,proficient,weak,weak,low,high,weak,developing,True,0.1,False,True,ai_trace_prompt_change_critique,checklist,fairness_blindspot,True,Challenge case: fairness_blindspot
