learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L46_02_015,C46_02,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,extended_time,steady,balanced,steady_growth,low
L46_02_016,C46_02,4-6,9-11,Builders,audio_reflection,mixed,1to1_device,none,audio_support,irregular,overconfident,variable_growth,high
L46_02_017,C46_02,4-6,9-11,Builders,general,written,laptop_priority,none,none,irregular,balanced,late_bloom,low
L46_02_018,C46_02,4-6,9-11,Builders,sentence_stems,written,1to1_device,moderate,organization_support,steady,cautious,variable_growth,medium
L46_02_019,C46_02,4-6,9-11,Builders,chunked_planning,presentation,laptop_priority,moderate,audio_support,mostly_steady,cautious,steady_growth,low
L46_02_020,C46_02,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,light,none,irregular,balanced,variable_growth,high
L46_02_021,C46_02,4-6,9-11,Builders,sentence_stems,written,tablet_mix,light,audio_support,mostly_steady,overconfident,variable_growth,low
L46_02_022,C46_02,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,none,extended_time,irregular,balanced,variable_growth,medium
L46_02_023,C46_02,4-6,9-11,Builders,sentence_stems,presentation,shared_device,none,extended_time,irregular,overconfident,needs_structure,low
L46_02_024,C46_02,4-6,9-11,Builders,visual_data_support,written,1to1_device,light,visual_support,irregular,balanced,needs_structure,medium
L46_02_025,C46_02,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,light,organization_support,irregular,cautious,high_stable,medium
L46_02_026,C46_02,4-6,9-11,Builders,general,presentation,shared_device,light,organization_support,mostly_steady,cautious,high_stable,high
L46_02_027,C46_02,4-6,9-11,Builders,chunked_planning,written,shared_device,none,organization_support,irregular,balanced,high_stable,low
L46_02_028,C46_02,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,none,organization_support,mixed,cautious,late_bloom,high
L46_02_029,C46_02,4-6,9-11,Builders,chunked_planning,written,1to1_device,none,audio_support,irregular,overconfident,steady_growth,low
L46_02_030,C46_02,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,light,organization_support,steady,cautious,needs_structure,low
L46_02_031,C46_02,4-6,9-11,Builders,chunked_planning,presentation,1to1_device,none,none,irregular,confident,needs_structure,low
L46_02_032,C46_02,4-6,9-11,Builders,audio_reflection,presentation,laptop_priority,light,organization_support,steady,balanced,high_stable,low
L46_02_033,C46_02,4-6,9-11,Builders,visual_data_support,written,tablet_mix,light,organization_support,steady,confident,late_bloom,low
L46_02_034,C46_02,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,moderate,audio_support,irregular,overconfident,needs_structure,medium
L46_02_035,C46_02,4-6,9-11,Builders,chunked_planning,presentation,shared_device,light,extended_time,steady,cautious,needs_structure,low
L46_02_036,C46_02,4-6,9-11,Builders,sentence_stems,written,shared_device,moderate,visual_support,irregular,balanced,variable_growth,low
L46_02_037,C46_02,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,extended_time,irregular,balanced,variable_growth,medium
L46_02_038,C46_02,4-6,9-11,Builders,chunked_planning,written,tablet_mix,moderate,audio_support,mixed,balanced,needs_structure,high
L46_02_039,C46_02,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,moderate,organization_support,steady,balanced,steady_growth,low
L46_02_040,C46_02,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,moderate,organization_support,mixed,overconfident,steady_growth,medium
L46_02_041,C46_02,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,moderate,visual_support,mostly_steady,balanced,late_bloom,medium
L46_02_042,C46_02,4-6,9-11,Builders,sentence_stems,written,shared_device,none,visual_support,irregular,overconfident,late_bloom,low
L46_02_043,C46_02,4-6,9-11,Builders,general,mixed,laptop_priority,moderate,visual_support,steady,balanced,needs_structure,low
L46_02_044,C46_02,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,none,mixed,cautious,variable_growth,low
L46_02_045,C46_02,4-6,9-11,Builders,visual_data_support,written,shared_device,moderate,visual_support,mostly_steady,balanced,high_stable,low
L46_02_046,C46_02,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,moderate,none,mixed,confident,high_stable,low
L46_02_047,C46_02,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,none,none,steady,confident,high_stable,low
L46_02_048,C46_02,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,none,extended_time,mixed,overconfident,needs_structure,low
L46_02_049,C46_02,4-6,9-11,Builders,sentence_stems,written,laptop_priority,moderate,audio_support,mostly_steady,cautious,needs_structure,low
L46_02_050,C46_02,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,light,visual_support,mostly_steady,cautious,high_stable,high
L46_02_051,C46_02,4-6,9-11,Builders,sentence_stems,written,tablet_mix,light,visual_support,irregular,balanced,steady_growth,low
L46_02_052,C46_02,4-6,9-11,Builders,sentence_stems,written,laptop_priority,light,visual_support,mostly_steady,cautious,needs_structure,low
L46_02_053,C46_02,4-6,9-11,Builders,chunked_planning,mixed,shared_device,none,organization_support,irregular,confident,late_bloom,low
L46_02_054,C46_02,4-6,9-11,Builders,general,presentation,1to1_device,moderate,none,irregular,confident,steady_growth,medium
L46_02_055,C46_02,4-6,9-11,Builders,audio_reflection,presentation,tablet_mix,none,none,irregular,overconfident,needs_structure,medium
L46_02_056,C46_02,4-6,9-11,Builders,general,mixed,tablet_mix,moderate,visual_support,steady,confident,late_bloom,low
L46_02_057,C46_02,4-6,9-11,Builders,general,written,1to1_device,none,extended_time,irregular,cautious,variable_growth,high
L46_02_058,C46_02,4-6,9-11,Builders,general,presentation,shared_device,moderate,audio_support,mixed,confident,variable_growth,high
L46_02_059,C46_02,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,none,visual_support,steady,confident,high_stable,low
L46_02_060,C46_02,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,none,audio_support,steady,balanced,variable_growth,low
L46_03_001,C46_03,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,none,audio_support,mixed,confident,steady_growth,high
L46_03_002,C46_03,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,moderate,visual_support,irregular,overconfident,needs_structure,medium
L46_03_003,C46_03,4-6,9-11,Builders,general,written,1to1_device,moderate,extended_time,mostly_steady,overconfident,steady_growth,low
L46_03_004,C46_03,4-6,9-11,Builders,audio_reflection,mixed,shared_device,none,organization_support,mostly_steady,cautious,high_stable,high
L46_03_005,C46_03,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,none,none,mostly_steady,confident,needs_structure,low
L46_03_006,C46_03,4-6,9-11,Builders,general,presentation,shared_device,light,none,mixed,confident,variable_growth,high
L46_03_007,C46_03,4-6,9-11,Builders,visual_data_support,mixed,shared_device,moderate,visual_support,mostly_steady,confident,steady_growth,low
L46_03_008,C46_03,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,moderate,organization_support,steady,balanced,steady_growth,medium
L46_03_009,C46_03,4-6,9-11,Builders,sentence_stems,written,tablet_mix,moderate,extended_time,mixed,confident,late_bloom,medium
L46_03_010,C46_03,4-6,9-11,Builders,audio_reflection,written,laptop_priority,none,extended_time,mixed,balanced,high_stable,low
L46_03_011,C46_03,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,light,organization_support,mixed,confident,needs_structure,medium
L46_03_012,C46_03,4-6,9-11,Builders,visual_data_support,written,tablet_mix,light,organization_support,irregular,overconfident,late_bloom,medium
L46_03_013,C46_03,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,none,audio_support,steady,cautious,high_stable,low
L46_03_014,C46_03,4-6,9-11,Builders,audio_reflection,written,shared_device,light,none,mixed,confident,needs_structure,low
L46_03_015,C46_03,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,light,audio_support,steady,confident,steady_growth,low
L46_03_016,C46_03,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,none,organization_support,mixed,cautious,high_stable,high
L46_03_017,C46_03,4-6,9-11,Builders,general,written,tablet_mix,moderate,none,mixed,overconfident,needs_structure,medium
L46_03_018,C46_03,4-6,9-11,Builders,visual_data_support,written,shared_device,light,organization_support,mixed,cautious,variable_growth,low
L46_03_019,C46_03,4-6,9-11,Builders,sentence_stems,written,shared_device,none,visual_support,mostly_steady,cautious,high_stable,high
L46_03_020,C46_03,4-6,9-11,Builders,general,mixed,1to1_device,moderate,audio_support,steady,overconfident,needs_structure,low
L46_03_021,C46_03,4-6,9-11,Builders,general,presentation,1to1_device,moderate,extended_time,irregular,overconfident,high_stable,low
L46_03_022,C46_03,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,none,audio_support,mostly_steady,confident,needs_structure,low
L46_03_023,C46_03,4-6,9-11,Builders,visual_data_support,written,tablet_mix,light,audio_support,mostly_steady,cautious,high_stable,high
L46_03_024,C46_03,4-6,9-11,Builders,visual_data_support,mixed,tablet_mix,none,extended_time,mixed,balanced,late_bloom,low
L46_03_025,C46_03,4-6,9-11,Builders,audio_reflection,mixed,shared_device,moderate,extended_time,mixed,confident,needs_structure,low
L46_03_026,C46_03,4-6,9-11,Builders,general,mixed,shared_device,light,audio_support,irregular,confident,steady_growth,medium
L46_03_027,C46_03,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,none,visual_support,irregular,balanced,high_stable,low
L46_03_028,C46_03,4-6,9-11,Builders,general,presentation,shared_device,none,extended_time,steady,confident,steady_growth,high
L46_03_029,C46_03,4-6,9-11,Builders,visual_data_support,mixed,1to1_device,none,visual_support,steady,overconfident,steady_growth,high
L46_03_030,C46_03,4-6,9-11,Builders,general,presentation,laptop_priority,light,organization_support,mixed,confident,late_bloom,medium
L46_03_031,C46_03,4-6,9-11,Builders,audio_reflection,presentation,tablet_mix,none,organization_support,irregular,overconfident,variable_growth,low
L46_03_032,C46_03,4-6,9-11,Builders,general,mixed,1to1_device,light,extended_time,mostly_steady,confident,needs_structure,low
L46_03_033,C46_03,4-6,9-11,Builders,general,mixed,laptop_priority,moderate,audio_support,irregular,overconfident,variable_growth,low
L46_03_034,C46_03,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,moderate,audio_support,mostly_steady,overconfident,needs_structure,high
L46_03_035,C46_03,4-6,9-11,Builders,sentence_stems,mixed,shared_device,none,organization_support,steady,overconfident,high_stable,medium
L46_03_036,C46_03,4-6,9-11,Builders,audio_reflection,presentation,laptop_priority,none,audio_support,mixed,cautious,steady_growth,low
L46_03_037,C46_03,4-6,9-11,Builders,general,presentation,shared_device,light,organization_support,irregular,confident,late_bloom,medium
L46_03_038,C46_03,4-6,9-11,Builders,visual_data_support,written,laptop_priority,moderate,none,mostly_steady,balanced,variable_growth,medium
L46_03_039,C46_03,4-6,9-11,Builders,sentence_stems,presentation,laptop_priority,light,none,irregular,confident,needs_structure,high
L46_03_040,C46_03,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,moderate,visual_support,irregular,cautious,late_bloom,high
L46_03_041,C46_03,4-6,9-11,Builders,chunked_planning,written,1to1_device,moderate,none,irregular,overconfident,steady_growth,low
L46_03_042,C46_03,4-6,9-11,Builders,visual_data_support,written,shared_device,light,audio_support,irregular,cautious,steady_growth,low
L46_03_043,C46_03,4-6,9-11,Builders,audio_reflection,mixed,shared_device,moderate,audio_support,irregular,overconfident,high_stable,low
L46_03_044,C46_03,4-6,9-11,Builders,audio_reflection,mixed,tablet_mix,none,visual_support,irregular,balanced,high_stable,medium
L46_03_045,C46_03,4-6,9-11,Builders,sentence_stems,written,laptop_priority,none,none,mixed,balanced,late_bloom,low
L46_03_046,C46_03,4-6,9-11,Builders,general,written,shared_device,light,visual_support,steady,balanced,steady_growth,low
L46_03_047,C46_03,4-6,9-11,Builders,audio_reflection,written,tablet_mix,light,none,irregular,cautious,high_stable,medium
L46_03_048,C46_03,4-6,9-11,Builders,chunked_planning,presentation,shared_device,moderate,audio_support,mixed,cautious,late_bloom,high
L46_03_049,C46_03,4-6,9-11,Builders,chunked_planning,written,tablet_mix,light,visual_support,mostly_steady,balanced,needs_structure,high
L46_03_050,C46_03,4-6,9-11,Builders,audio_reflection,written,shared_device,light,none,mostly_steady,overconfident,needs_structure,low
L46_03_051,C46_03,4-6,9-11,Builders,audio_reflection,written,tablet_mix,light,visual_support,mixed,balanced,high_stable,high
L46_03_052,C46_03,4-6,9-11,Builders,sentence_stems,presentation,1to1_device,moderate,visual_support,mixed,confident,needs_structure,low
L46_03_053,C46_03,4-6,9-11,Builders,audio_reflection,written,shared_device,none,audio_support,irregular,confident,steady_growth,low
L46_03_054,C46_03,4-6,9-11,Builders,chunked_planning,written,laptop_priority,moderate,none,mixed,overconfident,high_stable,low
L46_03_055,C46_03,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,extended_time,irregular,overconfident,late_bloom,low
L46_03_056,C46_03,4-6,9-11,Builders,chunked_planning,presentation,1to1_device,moderate,audio_support,mixed,cautious,steady_growth,medium
L46_03_057,C46_03,4-6,9-11,Builders,sentence_stems,presentation,laptop_priority,light,none,irregular,balanced,steady_growth,high
L46_03_058,C46_03,4-6,9-11,Builders,audio_reflection,mixed,1to1_device,moderate,organization_support,mostly_steady,cautious,variable_growth,medium
L46_03_059,C46_03,4-6,9-11,Builders,audio_reflection,presentation,shared_device,none,none,irregular,cautious,high_stable,high
L46_03_060,C46_03,4-6,9-11,Builders,chunked_planning,presentation,laptop_priority,light,extended_time,steady,balanced,late_bloom,medium
L46_04_001,C46_04,4-6,9-11,Builders,audio_reflection,written,tablet_mix,light,visual_support,steady,confident,variable_growth,high
L46_04_002,C46_04,4-6,9-11,Builders,general,mixed,shared_device,moderate,audio_support,mostly_steady,cautious,steady_growth,high
L46_04_003,C46_04,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,light,visual_support,steady,overconfident,needs_structure,low
L46_04_004,C46_04,4-6,9-11,Builders,chunked_planning,written,1to1_device,moderate,none,steady,balanced,needs_structure,medium
L46_04_005,C46_04,4-6,9-11,Builders,general,mixed,laptop_priority,none,none,irregular,confident,steady_growth,low
L46_04_006,C46_04,4-6,9-11,Builders,chunked_planning,written,tablet_mix,none,audio_support,mostly_steady,confident,steady_growth,high
L46_04_007,C46_04,4-6,9-11,Builders,audio_reflection,written,laptop_priority,light,audio_support,mixed,confident,high_stable,low
L46_04_008,C46_04,4-6,9-11,Builders,general,written,laptop_priority,light,audio_support,steady,overconfident,variable_growth,low
L46_04_009,C46_04,4-6,9-11,Builders,general,mixed,1to1_device,none,extended_time,irregular,confident,variable_growth,medium
L46_04_010,C46_04,4-6,9-11,Builders,general,mixed,tablet_mix,moderate,audio_support,mostly_steady,confident,high_stable,low
L46_04_011,C46_04,4-6,9-11,Builders,visual_data_support,written,shared_device,light,audio_support,mostly_steady,overconfident,late_bloom,high
L46_04_012,C46_04,4-6,9-11,Builders,general,written,laptop_priority,none,extended_time,mixed,overconfident,needs_structure,low
L46_04_013,C46_04,4-6,9-11,Builders,sentence_stems,written,laptop_priority,none,extended_time,mixed,overconfident,high_stable,low
L46_04_014,C46_04,4-6,9-11,Builders,general,mixed,shared_device,light,none,steady,cautious,late_bloom,low
L46_04_015,C46_04,4-6,9-11,Builders,visual_data_support,presentation,shared_device,moderate,audio_support,mostly_steady,cautious,steady_growth,low
L46_04_016,C46_04,4-6,9-11,Builders,general,presentation,shared_device,moderate,visual_support,mostly_steady,confident,needs_structure,high
L46_04_017,C46_04,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,moderate,extended_time,steady,confident,variable_growth,medium
L46_04_018,C46_04,4-6,9-11,Builders,visual_data_support,mixed,laptop_priority,moderate,visual_support,mixed,overconfident,variable_growth,medium
L46_04_019,C46_04,4-6,9-11,Builders,visual_data_support,presentation,laptop_priority,none,audio_support,steady,overconfident,variable_growth,low
L46_04_020,C46_04,4-6,9-11,Builders,general,written,1to1_device,light,audio_support,irregular,cautious,needs_structure,medium
L46_04_021,C46_04,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,none,audio_support,mostly_steady,balanced,high_stable,medium
L46_04_022,C46_04,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,none,audio_support,mixed,confident,needs_structure,low
L46_04_023,C46_04,4-6,9-11,Builders,chunked_planning,presentation,shared_device,moderate,none,steady,balanced,high_stable,medium
L46_04_024,C46_04,4-6,9-11,Builders,general,written,1to1_device,light,organization_support,mixed,confident,needs_structure,low
L46_04_025,C46_04,4-6,9-11,Builders,general,written,tablet_mix,moderate,none,mixed,balanced,variable_growth,high
L46_04_026,C46_04,4-6,9-11,Builders,audio_reflection,presentation,shared_device,light,none,mixed,confident,variable_growth,low
L46_04_027,C46_04,4-6,9-11,Builders,general,mixed,shared_device,light,extended_time,steady,balanced,variable_growth,low
L46_04_028,C46_04,4-6,9-11,Builders,sentence_stems,written,1to1_device,moderate,extended_time,irregular,balanced,high_stable,low
L46_04_029,C46_04,4-6,9-11,Builders,sentence_stems,presentation,shared_device,moderate,audio_support,mixed,confident,variable_growth,low
L46_04_030,C46_04,4-6,9-11,Builders,general,written,laptop_priority,light,none,mostly_steady,confident,variable_growth,low
L46_04_031,C46_04,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,moderate,audio_support,steady,balanced,steady_growth,high
L46_04_032,C46_04,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,light,none,mostly_steady,confident,needs_structure,low
L46_04_033,C46_04,4-6,9-11,Builders,visual_data_support,mixed,1to1_device,moderate,organization_support,mixed,confident,needs_structure,low
L46_04_034,C46_04,4-6,9-11,Builders,chunked_planning,written,tablet_mix,none,audio_support,mostly_steady,overconfident,late_bloom,medium
L46_04_035,C46_04,4-6,9-11,Builders,sentence_stems,presentation,shared_device,none,extended_time,irregular,overconfident,variable_growth,medium
L46_04_036,C46_04,4-6,9-11,Builders,audio_reflection,written,shared_device,moderate,organization_support,steady,overconfident,variable_growth,low
L46_04_037,C46_04,4-6,9-11,Builders,general,mixed,shared_device,moderate,organization_support,steady,confident,steady_growth,low
L46_04_038,C46_04,4-6,9-11,Builders,chunked_planning,presentation,1to1_device,light,visual_support,mixed,confident,high_stable,low
L46_04_039,C46_04,4-6,9-11,Builders,chunked_planning,written,1to1_device,none,organization_support,mixed,balanced,steady_growth,medium
L46_04_040,C46_04,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,light,extended_time,irregular,balanced,variable_growth,medium
L46_04_041,C46_04,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,none,none,mixed,overconfident,needs_structure,low
L46_04_042,C46_04,4-6,9-11,Builders,chunked_planning,presentation,laptop_priority,moderate,extended_time,mixed,confident,variable_growth,high
L46_04_043,C46_04,4-6,9-11,Builders,visual_data_support,mixed,1to1_device,moderate,none,steady,balanced,late_bloom,low
L46_04_044,C46_04,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,none,visual_support,mixed,balanced,steady_growth,high
L46_04_045,C46_04,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,none,audio_support,irregular,cautious,high_stable,low
L46_04_046,C46_04,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,none,audio_support,mixed,confident,late_bloom,high
L46_04_047,C46_04,4-6,9-11,Builders,chunked_planning,written,shared_device,moderate,organization_support,mostly_steady,overconfident,high_stable,low
L46_04_048,C46_04,4-6,9-11,Builders,audio_reflection,written,1to1_device,none,audio_support,mixed,balanced,late_bloom,high
L46_04_049,C46_04,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,light,none,mixed,confident,high_stable,high
L46_04_050,C46_04,4-6,9-11,Builders,audio_reflection,mixed,tablet_mix,none,none,mixed,confident,steady_growth,medium
L46_04_051,C46_04,4-6,9-11,Builders,sentence_stems,presentation,laptop_priority,light,audio_support,steady,overconfident,late_bloom,low
L46_04_052,C46_04,4-6,9-11,Builders,visual_data_support,mixed,laptop_priority,moderate,none,steady,overconfident,variable_growth,low
L46_04_053,C46_04,4-6,9-11,Builders,visual_data_support,mixed,tablet_mix,light,audio_support,mostly_steady,balanced,steady_growth,low
L46_04_054,C46_04,4-6,9-11,Builders,visual_data_support,presentation,1to1_device,light,audio_support,irregular,overconfident,variable_growth,high
L46_04_055,C46_04,4-6,9-11,Builders,chunked_planning,presentation,laptop_priority,light,organization_support,steady,cautious,steady_growth,low
L46_04_056,C46_04,4-6,9-11,Builders,general,written,shared_device,light,extended_time,steady,confident,late_bloom,low
L46_04_057,C46_04,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,audio_support,steady,balanced,needs_structure,low
L46_04_058,C46_04,4-6,9-11,Builders,visual_data_support,mixed,laptop_priority,moderate,organization_support,steady,cautious,needs_structure,low
L46_04_059,C46_04,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,light,audio_support,irregular,confident,late_bloom,high
L46_04_060,C46_04,4-6,9-11,Builders,sentence_stems,written,1to1_device,none,organization_support,mixed,cautious,variable_growth,low
L46_05_001,C46_05,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,moderate,visual_support,mostly_steady,overconfident,needs_structure,high
L46_05_002,C46_05,4-6,9-11,Builders,visual_data_support,mixed,shared_device,none,extended_time,steady,confident,variable_growth,high
L46_05_003,C46_05,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,moderate,organization_support,mixed,balanced,high_stable,high
L46_05_004,C46_05,4-6,9-11,Builders,visual_data_support,mixed,tablet_mix,none,organization_support,mixed,cautious,steady_growth,low
L46_05_005,C46_05,4-6,9-11,Builders,general,presentation,laptop_priority,none,organization_support,irregular,cautious,high_stable,low
L46_05_006,C46_05,4-6,9-11,Builders,sentence_stems,mixed,tablet_mix,none,visual_support,steady,confident,high_stable,high
L46_05_007,C46_05,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,moderate,visual_support,steady,balanced,late_bloom,high
L46_05_008,C46_05,4-6,9-11,Builders,sentence_stems,mixed,laptop_priority,light,visual_support,steady,confident,needs_structure,high
L46_05_009,C46_05,4-6,9-11,Builders,audio_reflection,presentation,tablet_mix,none,audio_support,irregular,confident,steady_growth,medium
L46_05_010,C46_05,4-6,9-11,Builders,sentence_stems,presentation,laptop_priority,none,visual_support,mixed,confident,needs_structure,high
L46_05_011,C46_05,4-6,9-11,Builders,chunked_planning,presentation,shared_device,none,extended_time,steady,balanced,variable_growth,medium
L46_05_012,C46_05,4-6,9-11,Builders,audio_reflection,mixed,1to1_device,moderate,none,mixed,overconfident,high_stable,low
L46_05_013,C46_05,4-6,9-11,Builders,chunked_planning,written,1to1_device,light,visual_support,irregular,overconfident,steady_growth,high
L46_05_014,C46_05,4-6,9-11,Builders,visual_data_support,mixed,1to1_device,none,audio_support,steady,overconfident,late_bloom,high
L46_05_015,C46_05,4-6,9-11,Builders,audio_reflection,written,laptop_priority,none,visual_support,mixed,overconfident,steady_growth,low
L46_05_016,C46_05,4-6,9-11,Builders,visual_data_support,written,1to1_device,moderate,extended_time,irregular,balanced,late_bloom,medium
L46_05_017,C46_05,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,none,organization_support,mixed,cautious,late_bloom,low
L46_05_018,C46_05,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,none,visual_support,irregular,overconfident,late_bloom,low
L46_05_019,C46_05,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,none,organization_support,irregular,balanced,variable_growth,high
L46_05_020,C46_05,4-6,9-11,Builders,chunked_planning,presentation,laptop_priority,light,extended_time,irregular,overconfident,needs_structure,medium
L46_05_021,C46_05,4-6,9-11,Builders,chunked_planning,mixed,1to1_device,moderate,audio_support,irregular,cautious,variable_growth,high
L46_05_022,C46_05,4-6,9-11,Builders,visual_data_support,written,shared_device,none,audio_support,steady,overconfident,high_stable,low
L46_05_023,C46_05,4-6,9-11,Builders,audio_reflection,mixed,laptop_priority,light,extended_time,mostly_steady,overconfident,late_bloom,low
L46_05_024,C46_05,4-6,9-11,Builders,visual_data_support,mixed,laptop_priority,moderate,audio_support,mixed,overconfident,steady_growth,high
L46_05_025,C46_05,4-6,9-11,Builders,visual_data_support,presentation,shared_device,none,organization_support,irregular,overconfident,high_stable,low
L46_05_026,C46_05,4-6,9-11,Builders,audio_reflection,written,shared_device,none,extended_time,mixed,cautious,variable_growth,high
L46_05_027,C46_05,4-6,9-11,Builders,sentence_stems,presentation,1to1_device,none,organization_support,mixed,balanced,variable_growth,low
L46_05_028,C46_05,4-6,9-11,Builders,audio_reflection,presentation,shared_device,light,extended_time,mostly_steady,cautious,variable_growth,low
L46_05_029,C46_05,4-6,9-11,Builders,visual_data_support,written,laptop_priority,none,none,irregular,cautious,late_bloom,high
L46_05_030,C46_05,4-6,9-11,Builders,general,mixed,shared_device,light,none,steady,balanced,variable_growth,low
L46_05_031,C46_05,4-6,9-11,Builders,visual_data_support,written,shared_device,light,visual_support,mixed,cautious,steady_growth,low
L46_05_032,C46_05,4-6,9-11,Builders,general,presentation,1to1_device,none,visual_support,mostly_steady,confident,late_bloom,high
L46_05_033,C46_05,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,moderate,audio_support,steady,balanced,variable_growth,high
L46_05_034,C46_05,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,none,visual_support,irregular,overconfident,high_stable,low
L46_05_035,C46_05,4-6,9-11,Builders,audio_reflection,presentation,laptop_priority,none,organization_support,irregular,cautious,late_bloom,low
L46_05_036,C46_05,4-6,9-11,Builders,general,written,1to1_device,none,organization_support,mostly_steady,overconfident,variable_growth,high
L46_05_037,C46_05,4-6,9-11,Builders,general,mixed,1to1_device,light,audio_support,irregular,overconfident,high_stable,low
L46_05_038,C46_05,4-6,9-11,Builders,chunked_planning,written,shared_device,light,audio_support,irregular,overconfident,variable_growth,low
L46_05_039,C46_05,4-6,9-11,Builders,chunked_planning,written,shared_device,none,organization_support,mixed,cautious,steady_growth,low
L46_05_040,C46_05,4-6,9-11,Builders,audio_reflection,written,1to1_device,moderate,audio_support,mixed,overconfident,late_bloom,low
L46_05_041,C46_05,4-6,9-11,Builders,sentence_stems,written,shared_device,light,organization_support,mixed,overconfident,needs_structure,medium
L46_05_042,C46_05,4-6,9-11,Builders,chunked_planning,written,1to1_device,none,organization_support,mostly_steady,cautious,needs_structure,high
L46_05_043,C46_05,4-6,9-11,Builders,audio_reflection,mixed,shared_device,none,organization_support,mostly_steady,confident,steady_growth,low
L46_05_044,C46_05,4-6,9-11,Builders,chunked_planning,mixed,tablet_mix,moderate,none,mixed,cautious,late_bloom,low
L46_05_045,C46_05,4-6,9-11,Builders,sentence_stems,presentation,tablet_mix,light,extended_time,steady,cautious,late_bloom,low
L46_05_046,C46_05,4-6,9-11,Builders,visual_data_support,presentation,tablet_mix,none,extended_time,irregular,overconfident,late_bloom,low
L46_05_047,C46_05,4-6,9-11,Builders,chunked_planning,presentation,tablet_mix,light,extended_time,mixed,cautious,late_bloom,high
L46_05_048,C46_05,4-6,9-11,Builders,audio_reflection,presentation,1to1_device,moderate,extended_time,steady,overconfident,needs_structure,low
L46_05_049,C46_05,4-6,9-11,Builders,sentence_stems,written,1to1_device,light,organization_support,irregular,overconfident,needs_structure,medium
L46_05_050,C46_05,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,none,extended_time,mixed,balanced,high_stable,low
L46_05_051,C46_05,4-6,9-11,Builders,visual_data_support,presentation,1to1_device,moderate,audio_support,mostly_steady,cautious,high_stable,low
L46_05_052,C46_05,4-6,9-11,Builders,chunked_planning,mixed,laptop_priority,light,visual_support,irregular,cautious,steady_growth,high
L46_05_053,C46_05,4-6,9-11,Builders,chunked_planning,written,1to1_device,light,none,steady,balanced,variable_growth,low
L46_05_054,C46_05,4-6,9-11,Builders,sentence_stems,mixed,1to1_device,moderate,audio_support,mostly_steady,overconfident,steady_growth,low
