ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L46_11_028_08_05,core_L46_11_028_08_05,L46_11_028,C46_11,S_C46_11_08,4-6,student_optional,Give a few example cases I could test for water is wasted at sinks.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T14:13:00
AI_core_L46_11_030_02_01,core_L46_11_030_02_01,L46_11_030,C46_11,S_C46_11_02,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,partial,True,2026-04-20T08:05:00
AI_core_L46_11_030_07_04,core_L46_11_030_07_04,L46_11_030,C46_11,S_C46_11_07,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T10:41:00
AI_core_L46_11_033_03_03,core_L46_11_033_03_03,L46_11_033,C46_11,S_C46_11_03,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T10:05:00
AI_core_L46_11_034_03_01,core_L46_11_034_03_01,L46_11_034,C46_11,S_C46_11_03,4-6,student_optional,Give feedback on this idea for garden plants dry out over weekends and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T09:32:00
AI_core_L46_11_036_06_03,core_L46_11_036_06_03,L46_11_036,C46_11,S_C46_11_06,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-18T10:23:00
AI_core_L46_11_036_07_04,core_L46_11_036_07_04,L46_11_036,C46_11,S_C46_11_07,4-6,student_optional,Give me 3 starting ideas for bikes have nowhere dry to park for a families in a front gate.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-25T13:10:00
AI_core_L46_11_038_04_03,core_L46_11_038_04_03,L46_11_038,C46_11,S_C46_11_04,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,complete,False,2026-05-04T11:05:00
AI_core_L46_11_039_04_02,core_L46_11_039_04_02,L46_11_039,C46_11,S_C46_11_04,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T12:57:00
AI_core_L46_11_039_07_04,core_L46_11_039_07_04,L46_11_039,C46_11,S_C46_11_07,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T14:01:00
AI_core_L46_11_043_03_02,core_L46_11_043_03_02,L46_11_043,C46_11,S_C46_11_03,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T09:22:00
AI_core_L46_11_048_03_03,core_L46_11_048_03_03,L46_11_048,C46_11,S_C46_11_03,4-6,student_optional,Give feedback on this idea for trash piles up near the lunch area and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T13:31:00
AI_core_L46_11_053_03_02,core_L46_11_053_03_02,L46_11_053,C46_11,S_C46_11_03,4-6,student_optional,Give feedback on this idea for trash piles up near the lunch area and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T12:19:00
AI_core_L46_11_055_05_04,core_L46_11_055_05_04,L46_11_055,C46_11,S_C46_11_05,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T12:08:00
AI_core_L46_11_056_08_05,core_L46_11_056_08_05,L46_11_056,C46_11,S_C46_11_08,4-6,student_optional,Give a few example cases I could test for paper recycling gets mixed with garbage.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T14:23:00
AI_core_L46_11_059_07_04,core_L46_11_059_07_04,L46_11_059,C46_11,S_C46_11_07,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,partial,True,2026-05-25T08:46:00
AI_core_L46_12_001_07_04,core_L46_12_001_07_04,L46_12_001,C46_12,S_C46_12_07,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T08:23:00
AI_core_L46_12_002_04_03,core_L46_12_002_04_03,L46_12_002,C46_12,S_C46_12_04,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-11T13:39:00
AI_core_L46_12_004_03_03,core_L46_12_004_03_03,L46_12_004,C46_12,S_C46_12_03,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T07:39:00
AI_core_L46_12_005_05_05,core_L46_12_005_05_05,L46_12_005,C46_12,S_C46_12_05,4-6,student_optional,Give feedback on this idea for lights stay on in empty rooms and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T13:06:00
AI_core_L46_12_006_06_04,core_L46_12_006_06_04,L46_12_006,C46_12,S_C46_12_06,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T08:05:00
AI_core_L46_12_007_02_02,core_L46_12_007_02_02,L46_12_007,C46_12,S_C46_12_02,4-6,student_optional,Give me 3 starting ideas for water is wasted at sinks for a custodian in a bathroom.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T11:27:00
AI_core_L46_12_007_03_03,core_L46_12_007_03_03,L46_12_007,C46_12,S_C46_12_03,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T11:33:00
AI_core_L46_12_008_02_01,core_L46_12_008_02_01,L46_12_008,C46_12,S_C46_12_02,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T13:49:00
AI_core_L46_12_008_07_05,core_L46_12_008_07_05,L46_12_008,C46_12,S_C46_12_07,4-6,student_optional,Give a few example cases I could test for pickup traffic feels unsafe.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T11:31:00
AI_core_L46_12_011_07_04,core_L46_12_011_07_04,L46_12_011,C46_12,S_C46_12_07,4-6,student_optional,Give me 3 starting ideas for water is wasted at sinks for a custodian in a bathroom.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T14:39:00
AI_core_L46_12_014_01_01,core_L46_12_014_01_01,L46_12_014,C46_12,S_C46_12_01,4-6,student_optional,Give feedback on this idea for garden plants dry out over weekends and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T11:05:00
AI_core_L46_12_014_06_05,core_L46_12_014_06_05,L46_12_014,C46_12,S_C46_12_06,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T10:04:00
AI_core_L46_12_015_01_01,core_L46_12_015_01_01,L46_12_015,C46_12,S_C46_12_01,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T09:37:00
AI_core_L46_12_015_07_05,core_L46_12_015_07_05,L46_12_015,C46_12,S_C46_12_07,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-06-01T13:54:00
AI_core_L46_12_019_05_03,core_L46_12_019_05_03,L46_12_019,C46_12,S_C46_12_05,4-6,student_optional,Give feedback on this idea for lights stay on in empty rooms and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-18T10:21:00
AI_core_L46_12_019_08_05,core_L46_12_019_08_05,L46_12_019,C46_12,S_C46_12_08,4-6,student_optional,Give a few example cases I could test for lights stay on in empty rooms.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-08T07:48:00
AI_core_L46_12_021_07_04,core_L46_12_021_07_04,L46_12_021,C46_12,S_C46_12_07,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-06-01T10:24:00
AI_core_L46_12_022_05_02,core_L46_12_022_05_02,L46_12_022,C46_12,S_C46_12_05,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T13:36:00
AI_core_L46_12_025_07_04,core_L46_12_025_07_04,L46_12_025,C46_12,S_C46_12_07,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T10:12:00
AI_core_L46_12_028_07_04,core_L46_12_028_07_04,L46_12_028,C46_12,S_C46_12_07,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T10:06:00
AI_core_L46_12_031_03_01,core_L46_12_031_03_01,L46_12_031,C46_12,S_C46_12_03,4-6,student_optional,Give me 3 starting ideas for trash piles up near the lunch area for a students in a school courtyard.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T14:11:00
AI_core_L46_12_033_02_02,core_L46_12_033_02_02,L46_12_033,C46_12,S_C46_12_02,4-6,student_optional,Give feedback on this idea for garden plants dry out over weekends and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-27T11:41:00
AI_core_L46_12_033_04_03,core_L46_12_033_04_03,L46_12_033,C46_12,S_C46_12_04,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T11:47:00
AI_core_L46_12_033_08_05,core_L46_12_033_08_05,L46_12_033,C46_12,S_C46_12_08,4-6,student_optional,Give a few example cases I could test for garden plants dry out over weekends.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-06-08T10:51:00
AI_core_L46_12_034_06_04,core_L46_12_034_06_04,L46_12_034,C46_12,S_C46_12_06,4-6,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T08:58:00
AI_core_L46_12_038_03_01,core_L46_12_038_03_01,L46_12_038,C46_12,S_C46_12_03,4-6,student_optional,Give feedback on this idea for garden plants dry out over weekends and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T07:53:00
AI_core_L46_12_041_02_02,core_L46_12_041_02_02,L46_12_041,C46_12,S_C46_12_02,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept one part and changed the rest with my own words/work.,partial,True,2026-04-27T08:34:00
AI_core_L46_12_042_04_04,core_L46_12_042_04_04,L46_12_042,C46_12,S_C46_12_04,4-6,student_optional,Give feedback on this idea for classrooms get too hot in the afternoon and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T09:20:00
AI_core_L46_12_043_08_05,core_L46_12_043_08_05,L46_12_043,C46_12,S_C46_12_08,4-6,student_optional,Give feedback on this idea for classrooms get too hot in the afternoon and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-08T14:10:00
AI_core_L46_12_045_07_05,core_L46_12_045_07_05,L46_12_045,C46_12,S_C46_12_07,4-6,student_optional,Give feedback on this idea for trash piles up near the lunch area and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T08:59:00
AI_core_L46_12_056_01_01,core_L46_12_056_01_01,L46_12_056,C46_12,S_C46_12_01,4-6,student_optional,Give feedback on this idea for trash piles up near the lunch area and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T08:14:00
AI_core_L46_12_056_02_02,core_L46_12_056_02_02,L46_12_056,C46_12,S_C46_12_02,4-6,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T13:03:00
AI_core_L46_12_056_07_05,core_L46_12_056_07_05,L46_12_056,C46_12,S_C46_12_07,4-6,student_optional,Give me 3 starting ideas for trash piles up near the lunch area for a students in a school courtyard.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T08:25:00
AI_core_L46_12_059_05_03,core_L46_12_059_05_03,L46_12_059,C46_12,S_C46_12_05,4-6,student_optional,Give me 3 starting ideas for trash piles up near the lunch area for a students in a school courtyard.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T10:18:00
AI_core_L46_12_059_07_05,core_L46_12_059_07_05,L46_12_059,C46_12,S_C46_12_07,4-6,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T11:34:00
AI_core_L46_12_060_01_01,core_L46_12_060_01_01,L46_12_060,C46_12,S_C46_12_01,4-6,student_optional,Give a few example cases I could test for lights stay on in empty rooms.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T07:53:00
AI_core_L46_12_060_07_05,core_L46_12_060_07_05,L46_12_060,C46_12,S_C46_12_07,4-6,student_optional,Give me 3 starting ideas for lights stay on in empty rooms for a teachers in a hallway.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-06-01T08:39:00
AI_core_L79_01_003_06_04,core_L79_01_003_06_04,L79_01_003,C79_01,S_C79_01_06,7-9,student_optional,Give feedback on this idea for sponsored content labels and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-09T09:52:00
AI_core_L79_01_005_01_01,core_L79_01_005_01_01,L79_01_005,C79_01,S_C79_01_01,7-9,student_optional,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-02T10:49:00
AI_core_L79_01_006_03_03,core_L79_01_006_03_03,L79_01_006,C79_01,S_C79_01_03,7-9,student_optional,Give a few example cases I could test for rumor spread in group chats.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-16T09:55:00
AI_core_L79_01_006_04_04,core_L79_01_006_04_04,L79_01_006,C79_01,S_C79_01_04,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-02-23T14:07:00
AI_core_L79_01_006_08_05,core_L79_01_006_08_05,L79_01_006,C79_01,S_C79_01_08,7-9,student_supervised,Give feedback on this idea for rumor spread in group chats and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-23T13:22:00
AI_core_L79_01_008_02_01,core_L79_01_008_02_01,L79_01_008,C79_01,S_C79_01_02,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-09T09:04:00
AI_core_L79_01_010_01_01,core_L79_01_010_01_01,L79_01_010,C79_01,S_C79_01_01,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-02T12:08:00
AI_core_L79_01_010_02_02,core_L79_01_010_02_02,L79_01_010,C79_01,S_C79_01_02,7-9,student_supervised,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-09T13:04:00
AI_core_L79_01_010_04_04,core_L79_01_010_04_04,L79_01_010,C79_01,S_C79_01_04,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-23T09:14:00
AI_core_L79_01_011_05_04,core_L79_01_011_05_04,L79_01_011,C79_01,S_C79_01_05,7-9,student_optional,Give a few example cases I could test for sponsored content labels.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T10:20:00
AI_core_L79_01_012_04_02,core_L79_01_012_04_02,L79_01_012,C79_01,S_C79_01_04,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-23T12:25:00
AI_core_L79_01_013_01_01,core_L79_01_013_01_01,L79_01_013,C79_01,S_C79_01_01,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-02T13:04:00
AI_core_L79_01_013_04_03,core_L79_01_013_04_03,L79_01_013,C79_01,S_C79_01_04,7-9,student_optional,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-23T09:45:00
AI_core_L79_01_013_08_05,core_L79_01_013_08_05,L79_01_013,C79_01,S_C79_01_08,7-9,student_supervised,Give a few example cases I could test for AI-generated article summaries.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T11:01:00
AI_core_L79_01_014_02_02,core_L79_01_014_02_02,L79_01_014,C79_01,S_C79_01_02,7-9,student_optional,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-02-09T11:26:00
AI_core_L79_01_015_01_01,core_L79_01_015_01_01,L79_01_015,C79_01,S_C79_01_01,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept one part and changed the rest with my own words/work.,complete,True,2026-02-02T11:48:00
AI_core_L79_01_015_06_04,core_L79_01_015_06_04,L79_01_015,C79_01,S_C79_01_06,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-09T11:31:00
AI_core_L79_01_017_02_01,core_L79_01_017_02_01,L79_01_017,C79_01,S_C79_01_02,7-9,student_supervised,Give a few example cases I could test for rumor spread in group chats.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-09T14:16:00
AI_core_L79_01_017_03_02,core_L79_01_017_03_02,L79_01_017,C79_01,S_C79_01_03,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-16T13:05:00
AI_core_L79_01_017_04_03,core_L79_01_017_04_03,L79_01_017,C79_01,S_C79_01_04,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-23T11:03:00
AI_core_L79_01_017_07_05,core_L79_01_017_07_05,L79_01_017,C79_01,S_C79_01_07,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-16T14:05:00
AI_core_L79_01_018_01_01,core_L79_01_018_01_01,L79_01_018,C79_01,S_C79_01_01,7-9,student_supervised,Give me 3 starting ideas for video clip context for a teachers in a class discussion.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-02T14:13:00
AI_core_L79_01_018_02_02,core_L79_01_018_02_02,L79_01_018,C79_01,S_C79_01_02,7-9,student_optional,Give me 3 starting ideas for video clip context for a teachers in a class discussion.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-09T12:14:00
AI_core_L79_01_021_07_04,core_L79_01_021_07_04,L79_01_021,C79_01,S_C79_01_07,7-9,student_optional,Give a few example cases I could test for sponsored content labels.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-16T14:32:00
AI_core_L79_01_021_08_05,core_L79_01_021_08_05,L79_01_021,C79_01,S_C79_01_08,7-9,student_supervised,Give a few example cases I could test for sponsored content labels.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-23T14:25:00
AI_core_L79_01_023_01_01,core_L79_01_023_01_01,L79_01_023,C79_01,S_C79_01_01,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-02-02T08:14:00
AI_core_L79_01_023_05_03,core_L79_01_023_05_03,L79_01_023,C79_01,S_C79_01_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-02T08:56:00
AI_core_L79_01_026_01_01,core_L79_01_026_01_01,L79_01_026,C79_01,S_C79_01_01,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-02-02T12:11:00
AI_core_L79_01_027_07_05,core_L79_01_027_07_05,L79_01_027,C79_01,S_C79_01_07,7-9,student_optional,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-03-16T10:04:00
AI_core_L79_01_028_06_04,core_L79_01_028_06_04,L79_01_028,C79_01,S_C79_01_06,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-09T08:46:00
AI_core_L79_01_028_08_05,core_L79_01_028_08_05,L79_01_028,C79_01,S_C79_01_08,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-23T12:10:00
AI_core_L79_01_030_05_04,core_L79_01_030_05_04,L79_01_030,C79_01,S_C79_01_05,7-9,student_optional,Give a few example cases I could test for video clip context.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T12:19:00
AI_core_L79_01_032_02_01,core_L79_01_032_02_01,L79_01_032,C79_01,S_C79_01_02,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-09T08:02:00
AI_core_L79_01_032_05_03,core_L79_01_032_05_03,L79_01_032,C79_01,S_C79_01_05,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-02T11:28:00
AI_core_L79_01_032_07_05,core_L79_01_032_07_05,L79_01_032,C79_01,S_C79_01_07,7-9,student_optional,Give feedback on this idea for image authenticity and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-03-16T10:50:00
AI_core_L79_01_035_01_01,core_L79_01_035_01_01,L79_01_035,C79_01,S_C79_01_01,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-02-02T09:12:00
AI_core_L79_01_035_06_04,core_L79_01_035_06_04,L79_01_035,C79_01,S_C79_01_06,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-03-09T10:17:00
AI_core_L79_01_035_07_05,core_L79_01_035_07_05,L79_01_035,C79_01,S_C79_01_07,7-9,student_optional,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-16T08:41:00
AI_core_L79_01_036_03_02,core_L79_01_036_03_02,L79_01_036,C79_01,S_C79_01_03,7-9,student_supervised,Give a few example cases I could test for edited photo evidence.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-02-16T10:56:00
AI_core_L79_01_038_07_04,core_L79_01_038_07_04,L79_01_038,C79_01,S_C79_01_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-03-16T09:52:00
