feedback_id,record_id,learner_id,cohort_id,session_id,feedback_focus,peer_feedback,revision_requested,feedback_ts
PF_core_L13_04_010_01_01,core_L13_04_010_01_01,L13_04_010,C13_04,S_C13_04_01,user_focus,Point to the evidence behind that claim.,True,2026-02-23T10:33:00
PF_core_L13_04_010_02_02,core_L13_04_010_02_02,L13_04_010,C13_04,S_C13_04_02,safety,Show which part changed after feedback.,True,2026-03-02T14:53:00
PF_core_L13_04_010_05_03,core_L13_04_010_05_03,L13_04_010,C13_04,S_C13_04_05,limitations,Show which part changed after feedback.,True,2026-03-23T14:36:00
PF_core_L13_04_010_07_05,core_L13_04_010_07_05,L13_04_010,C13_04,S_C13_04_07,user_focus,Point to the evidence behind that claim.,False,2026-04-06T13:21:00
PF_core_L13_04_011_01_01,core_L13_04_011_01_01,L13_04_011,C13_04,S_C13_04_01,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-02-23T10:54:00
PF_core_L13_04_011_02_02,core_L13_04_011_02_02,L13_04_011,C13_04,S_C13_04_02,evidence,Point to the evidence behind that claim.,False,2026-03-02T12:15:00
PF_core_L13_04_011_03_03,core_L13_04_011_03_03,L13_04_011,C13_04,S_C13_04_03,safety,Your idea is clear; add the strongest evidence first.,False,2026-03-09T12:40:00
PF_core_L13_04_011_06_04,core_L13_04_011_06_04,L13_04_011,C13_04,S_C13_04_06,revision,Explain why that revision came before the others.,False,2026-03-30T09:53:00
PF_core_L13_04_011_08_05,core_L13_04_011_08_05,L13_04_011,C13_04,S_C13_04_08,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-04-13T12:45:00
PF_core_L13_04_012_02_01,core_L13_04_012_02_01,L13_04_012,C13_04,S_C13_04_02,limitations,Show which part changed after feedback.,True,2026-03-02T09:27:00
PF_core_L13_04_012_03_02,core_L13_04_012_03_02,L13_04_012,C13_04,S_C13_04_03,clarity,Explain one step more clearly.,False,2026-03-09T09:11:00
PF_core_L13_04_012_04_03,core_L13_04_012_04_03,L13_04_012,C13_04,S_C13_04_04,evidence,Explain one step more clearly.,False,2026-03-16T09:52:00
PF_core_L13_04_012_05_04,core_L13_04_012_05_04,L13_04_012,C13_04,S_C13_04_05,clarity,Explain one step more clearly.,False,2026-03-23T10:04:00
PF_core_L13_04_012_08_05,core_L13_04_012_08_05,L13_04_012,C13_04,S_C13_04_08,user_focus,Show which part changed after feedback.,True,2026-04-13T12:00:00
PF_core_L13_04_013_05_04,core_L13_04_013_05_04,L13_04_013,C13_04,S_C13_04_05,clarity,Show which part changed after feedback.,True,2026-03-23T10:41:00
PF_core_L13_04_013_07_05,core_L13_04_013_07_05,L13_04_013,C13_04,S_C13_04_07,user_focus,Show which part changed after feedback.,True,2026-04-06T09:19:00
PF_core_L13_04_014_01_01,core_L13_04_014_01_01,L13_04_014,C13_04,S_C13_04_01,revision,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-02-23T09:04:00
PF_core_L13_04_014_03_02,core_L13_04_014_03_02,L13_04_014,C13_04,S_C13_04_03,user_focus,The claim is strong; name the boundary condition sooner.,True,2026-03-09T08:35:00
PF_core_L13_04_014_06_03,core_L13_04_014_06_03,L13_04_014,C13_04,S_C13_04_06,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-03-30T09:48:00
PF_core_L13_04_014_07_04,core_L13_04_014_07_04,L13_04_014,C13_04,S_C13_04_07,limitations,The claim is strong; name the boundary condition sooner.,True,2026-04-06T08:42:00
PF_core_L13_04_014_08_05,core_L13_04_014_08_05,L13_04_014,C13_04,S_C13_04_08,user_focus,The claim is strong; name the boundary condition sooner.,True,2026-04-13T08:24:00
PF_core_L13_04_015_01_01,core_L13_04_015_01_01,L13_04_015,C13_04,S_C13_04_01,limitations,Explain one step more clearly.,False,2026-02-23T11:36:00
PF_core_L13_04_015_05_02,core_L13_04_015_05_02,L13_04_015,C13_04,S_C13_04_05,limitations,Your idea is clear; add the strongest evidence first.,False,2026-03-23T08:58:00
PF_core_L13_04_015_06_03,core_L13_04_015_06_03,L13_04_015,C13_04,S_C13_04_06,user_focus,Point to the evidence behind that claim.,True,2026-03-30T10:02:00
PF_core_L13_04_015_07_04,core_L13_04_015_07_04,L13_04_015,C13_04,S_C13_04_07,limitations,Explain one step more clearly.,True,2026-04-06T09:10:00
PF_core_L13_04_016_01_01,core_L13_04_016_01_01,L13_04_016,C13_04,S_C13_04_01,limitations,Explain one step more clearly.,True,2026-02-23T11:51:00
PF_core_L13_04_016_02_02,core_L13_04_016_02_02,L13_04_016,C13_04,S_C13_04_02,safety,Show which part changed after feedback.,True,2026-03-02T13:11:00
PF_core_L13_04_016_05_03,core_L13_04_016_05_03,L13_04_016,C13_04,S_C13_04_05,user_focus,Show which part changed after feedback.,True,2026-03-23T10:16:00
PF_core_L13_04_016_08_05,core_L13_04_016_08_05,L13_04_016,C13_04,S_C13_04_08,user_focus,Point to the evidence behind that claim.,False,2026-04-13T11:52:00
PF_core_L13_04_017_02_01,core_L13_04_017_02_01,L13_04_017,C13_04,S_C13_04_02,evidence,Show which part changed after feedback.,True,2026-03-02T13:10:00
PF_core_L13_04_017_05_04,core_L13_04_017_05_04,L13_04_017,C13_04,S_C13_04_05,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T11:21:00
PF_core_L13_04_018_01_01,core_L13_04_018_01_01,L13_04_018,C13_04,S_C13_04_01,limitations,Explain one step more clearly.,False,2026-02-23T10:51:00
PF_core_L13_04_018_02_02,core_L13_04_018_02_02,L13_04_018,C13_04,S_C13_04_02,clarity,Point to the evidence behind that claim.,False,2026-03-02T10:12:00
PF_core_L13_04_018_04_03,core_L13_04_018_04_03,L13_04_018,C13_04,S_C13_04_04,safety,Explain one step more clearly.,False,2026-03-16T12:31:00
PF_core_L13_04_018_07_04,core_L13_04_018_07_04,L13_04_018,C13_04,S_C13_04_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-04-06T10:44:00
PF_core_L13_04_018_08_05,core_L13_04_018_08_05,L13_04_018,C13_04,S_C13_04_08,revision,Point to the evidence behind that claim.,False,2026-04-13T14:09:00
PF_core_L13_04_019_04_03,core_L13_04_019_04_03,L13_04_019,C13_04,S_C13_04_04,clarity,Show which part changed after feedback.,True,2026-03-16T14:31:00
PF_core_L13_04_019_05_04,core_L13_04_019_05_04,L13_04_019,C13_04,S_C13_04_05,revision,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T10:43:00
PF_core_L13_04_019_08_05,core_L13_04_019_08_05,L13_04_019,C13_04,S_C13_04_08,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-04-13T14:18:00
PF_core_L13_04_020_02_01,core_L13_04_020_02_01,L13_04_020,C13_04,S_C13_04_02,clarity,Explain why that revision came before the others.,True,2026-03-02T09:13:00
PF_core_L13_04_020_05_03,core_L13_04_020_05_03,L13_04_020,C13_04,S_C13_04_05,evidence,Explain why that revision came before the others.,True,2026-03-23T09:51:00
PF_core_L13_04_020_07_04,core_L13_04_020_07_04,L13_04_020,C13_04,S_C13_04_07,user_focus,Explain why that revision came before the others.,True,2026-04-06T11:55:00
PF_core_L13_04_020_08_05,core_L13_04_020_08_05,L13_04_020,C13_04,S_C13_04_08,evidence,Show the limitation earlier so the claim feels more honest.,True,2026-04-13T10:46:00
PF_core_L13_04_021_05_03,core_L13_04_021_05_03,L13_04_021,C13_04,S_C13_04_05,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T13:26:00
PF_core_L13_04_021_07_04,core_L13_04_021_07_04,L13_04_021,C13_04,S_C13_04_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-04-06T12:59:00
PF_core_L13_04_022_03_02,core_L13_04_022_03_02,L13_04_022,C13_04,S_C13_04_03,safety,Point to the evidence behind that claim.,False,2026-03-09T08:37:00
PF_core_L13_04_023_01_01,core_L13_04_023_01_01,L13_04_023,C13_04,S_C13_04_01,limitations,Explain one step more clearly.,False,2026-02-23T08:14:00
PF_core_L13_04_023_04_02,core_L13_04_023_04_02,L13_04_023,C13_04,S_C13_04_04,revision,Explain why that revision came before the others.,False,2026-03-16T10:49:00
PF_core_L13_04_023_05_03,core_L13_04_023_05_03,L13_04_023,C13_04,S_C13_04_05,user_focus,Explain why that revision came before the others.,False,2026-03-23T13:43:00
PF_core_L13_04_023_07_05,core_L13_04_023_07_05,L13_04_023,C13_04,S_C13_04_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-04-06T14:15:00
PF_core_L13_04_024_02_01,core_L13_04_024_02_01,L13_04_024,C13_04,S_C13_04_02,clarity,Your idea is clear; add the strongest evidence first.,False,2026-03-02T08:26:00
PF_core_L13_04_024_03_02,core_L13_04_024_03_02,L13_04_024,C13_04,S_C13_04_03,clarity,Your idea is clear; add the strongest evidence first.,False,2026-03-09T08:51:00
PF_core_L13_04_024_08_05,core_L13_04_024_08_05,L13_04_024,C13_04,S_C13_04_08,revision,Explain why that revision came before the others.,False,2026-04-13T13:08:00
PF_core_L13_04_025_04_03,core_L13_04_025_04_03,L13_04_025,C13_04,S_C13_04_04,evidence,Say who this helps.,True,2026-03-16T10:26:00
PF_core_L13_04_025_07_05,core_L13_04_025_07_05,L13_04_025,C13_04,S_C13_04_07,evidence,Show which part changed after feedback.,True,2026-04-06T14:28:00
PF_core_L13_04_026_02_02,core_L13_04_026_02_02,L13_04_026,C13_04,S_C13_04_02,limitations,Show which part changed after feedback.,True,2026-03-02T12:42:00
PF_core_L13_04_027_03_01,core_L13_04_027_03_01,L13_04_027,C13_04,S_C13_04_03,limitations,Make one part clearer.,True,2026-03-09T14:21:00
PF_core_L13_04_027_04_02,core_L13_04_027_04_02,L13_04_027,C13_04,S_C13_04_04,user_focus,Show which part changed after feedback.,True,2026-03-16T09:46:00
PF_core_L13_04_027_05_03,core_L13_04_027_05_03,L13_04_027,C13_04,S_C13_04_05,limitations,Explain one step more clearly.,False,2026-03-23T14:47:00
PF_core_L13_04_027_07_04,core_L13_04_027_07_04,L13_04_027,C13_04,S_C13_04_07,clarity,Explain one step more clearly.,False,2026-04-06T11:52:00
PF_core_L13_04_027_08_05,core_L13_04_027_08_05,L13_04_027,C13_04,S_C13_04_08,evidence,Show which part changed after feedback.,True,2026-04-13T15:04:00
PF_core_L13_04_028_02_02,core_L13_04_028_02_02,L13_04_028,C13_04,S_C13_04_02,evidence,Point to the evidence behind that claim.,False,2026-03-02T14:09:00
PF_core_L13_04_028_03_03,core_L13_04_028_03_03,L13_04_028,C13_04,S_C13_04_03,revision,Show which part changed after feedback.,True,2026-03-09T12:08:00
PF_core_L13_04_028_05_04,core_L13_04_028_05_04,L13_04_028,C13_04,S_C13_04_05,safety,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T12:29:00
PF_core_L13_04_028_08_05,core_L13_04_028_08_05,L13_04_028,C13_04,S_C13_04_08,limitations,Explain why that revision came before the others.,False,2026-04-13T08:16:00
PF_core_L13_04_029_01_01,core_L13_04_029_01_01,L13_04_029,C13_04,S_C13_04_01,safety,Explain why that revision came before the others.,False,2026-02-23T12:45:00
PF_core_L13_04_029_02_02,core_L13_04_029_02_02,L13_04_029,C13_04,S_C13_04_02,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-03-02T08:47:00
PF_core_L13_04_029_05_03,core_L13_04_029_05_03,L13_04_029,C13_04,S_C13_04_05,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T13:40:00
PF_core_L13_04_029_07_04,core_L13_04_029_07_04,L13_04_029,C13_04,S_C13_04_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-04-06T10:37:00
PF_core_L13_04_030_01_01,core_L13_04_030_01_01,L13_04_030,C13_04,S_C13_04_01,revision,Your idea is clear; add the strongest evidence first.,False,2026-02-23T09:01:00
PF_core_L13_04_030_02_02,core_L13_04_030_02_02,L13_04_030,C13_04,S_C13_04_02,clarity,Point to the evidence behind that claim.,False,2026-03-02T13:45:00
PF_core_L13_04_030_04_03,core_L13_04_030_04_03,L13_04_030,C13_04,S_C13_04_04,user_focus,Point to the evidence behind that claim.,False,2026-03-16T10:44:00
PF_core_L13_04_031_01_01,core_L13_04_031_01_01,L13_04_031,C13_04,S_C13_04_01,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-02-23T12:11:00
PF_core_L13_04_031_03_02,core_L13_04_031_03_02,L13_04_031,C13_04,S_C13_04_03,evidence,Your idea is clear; add the strongest evidence first.,True,2026-03-09T12:36:00
PF_core_L13_04_031_06_03,core_L13_04_031_06_03,L13_04_031,C13_04,S_C13_04_06,limitations,Explain why that revision came before the others.,True,2026-03-30T12:07:00
PF_core_L13_04_031_07_04,core_L13_04_031_07_04,L13_04_031,C13_04,S_C13_04_07,limitations,Show the limitation earlier so the claim feels more honest.,True,2026-04-06T09:10:00
PF_core_L13_04_031_08_05,core_L13_04_031_08_05,L13_04_031,C13_04,S_C13_04_08,evidence,Your idea is clear; add the strongest evidence first.,True,2026-04-13T14:18:00
PF_core_L13_04_032_05_02,core_L13_04_032_05_02,L13_04_032,C13_04,S_C13_04_05,revision,Show the evidence you used.,True,2026-03-23T10:50:00
PF_core_L13_04_032_06_03,core_L13_04_032_06_03,L13_04_032,C13_04,S_C13_04_06,clarity,Show the evidence you used.,True,2026-03-30T15:11:00
PF_core_L13_04_032_07_04,core_L13_04_032_07_04,L13_04_032,C13_04,S_C13_04_07,clarity,Show which part changed after feedback.,True,2026-04-06T14:38:00
PF_core_L13_04_032_08_05,core_L13_04_032_08_05,L13_04_032,C13_04,S_C13_04_08,limitations,Explain one step more clearly.,True,2026-04-13T13:52:00
PF_core_L13_04_033_04_03,core_L13_04_033_04_03,L13_04_033,C13_04,S_C13_04_04,clarity,Make one part clearer.,True,2026-03-16T08:56:00
PF_core_L13_04_033_07_04,core_L13_04_033_07_04,L13_04_033,C13_04,S_C13_04_07,safety,Show which part changed after feedback.,True,2026-04-06T11:25:00
PF_core_L13_04_034_04_02,core_L13_04_034_04_02,L13_04_034,C13_04,S_C13_04_04,evidence,Explain why that revision came before the others.,False,2026-03-16T09:10:00
PF_core_L13_04_034_05_03,core_L13_04_034_05_03,L13_04_034,C13_04,S_C13_04_05,safety,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T08:20:00
PF_core_L13_04_034_08_05,core_L13_04_034_08_05,L13_04_034,C13_04,S_C13_04_08,safety,Your idea is clear; add the strongest evidence first.,False,2026-04-13T08:27:00
PF_core_L13_04_035_01_01,core_L13_04_035_01_01,L13_04_035,C13_04,S_C13_04_01,safety,Your idea is clear; add the strongest evidence first.,False,2026-02-23T13:01:00
PF_core_L13_04_035_05_03,core_L13_04_035_05_03,L13_04_035,C13_04,S_C13_04_05,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-23T10:24:00
PF_core_L13_04_035_08_05,core_L13_04_035_08_05,L13_04_035,C13_04,S_C13_04_08,safety,The claim is strong; name the boundary condition sooner.,False,2026-04-13T11:06:00
PF_core_L13_04_036_01_01,core_L13_04_036_01_01,L13_04_036,C13_04,S_C13_04_01,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-02-23T14:39:00
PF_core_L13_04_036_02_02,core_L13_04_036_02_02,L13_04_036,C13_04,S_C13_04_02,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-02T13:43:00
PF_core_L13_04_036_05_03,core_L13_04_036_05_03,L13_04_036,C13_04,S_C13_04_05,limitations,The claim is strong; name the boundary condition sooner.,False,2026-03-23T11:03:00
PF_core_L13_04_036_06_04,core_L13_04_036_06_04,L13_04_036,C13_04,S_C13_04_06,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-03-30T14:10:00
PF_core_L13_04_036_08_05,core_L13_04_036_08_05,L13_04_036,C13_04,S_C13_04_08,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-13T14:39:00
PF_core_L13_04_037_01_01,core_L13_04_037_01_01,L13_04_037,C13_04,S_C13_04_01,clarity,Show which part changed after feedback.,True,2026-02-23T10:21:00
PF_core_L13_04_037_02_02,core_L13_04_037_02_02,L13_04_037,C13_04,S_C13_04_02,evidence,Show which part changed after feedback.,True,2026-03-02T13:03:00
PF_core_L13_04_037_03_03,core_L13_04_037_03_03,L13_04_037,C13_04,S_C13_04_03,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-09T12:12:00
PF_core_L13_04_037_05_04,core_L13_04_037_05_04,L13_04_037,C13_04,S_C13_04_05,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-03-23T12:54:00
PF_core_L13_04_037_08_05,core_L13_04_037_08_05,L13_04_037,C13_04,S_C13_04_08,safety,Explain why that revision came before the others.,False,2026-04-13T09:05:00
PF_core_L13_04_038_03_02,core_L13_04_038_03_02,L13_04_038,C13_04,S_C13_04_03,safety,Show the limitation earlier so the claim feels more honest.,False,2026-03-09T12:22:00
PF_core_L13_04_038_04_03,core_L13_04_038_04_03,L13_04_038,C13_04,S_C13_04_04,clarity,Explain why that revision came before the others.,False,2026-03-16T09:36:00
PF_core_L13_04_038_05_04,core_L13_04_038_05_04,L13_04_038,C13_04,S_C13_04_05,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-23T13:59:00
PF_core_L13_04_038_08_05,core_L13_04_038_08_05,L13_04_038,C13_04,S_C13_04_08,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-04-13T13:11:00
PF_core_L13_04_039_01_01,core_L13_04_039_01_01,L13_04_039,C13_04,S_C13_04_01,revision,Make one part clearer.,True,2026-02-23T13:26:00
PF_core_L13_04_039_03_03,core_L13_04_039_03_03,L13_04_039,C13_04,S_C13_04_03,revision,Say who this helps.,True,2026-03-09T13:39:00
PF_core_L13_04_039_04_04,core_L13_04_039_04_04,L13_04_039,C13_04,S_C13_04_04,clarity,Show the evidence you used.,True,2026-03-16T13:39:00
PF_core_L13_04_039_05_05,core_L13_04_039_05_05,L13_04_039,C13_04,S_C13_04_05,user_focus,Point to the evidence behind that claim.,True,2026-03-23T08:39:00
PF_core_L13_04_040_03_02,core_L13_04_040_03_02,L13_04_040,C13_04,S_C13_04_03,safety,Show which part changed after feedback.,True,2026-03-09T14:05:00
PF_core_L13_04_040_04_03,core_L13_04_040_04_03,L13_04_040,C13_04,S_C13_04_04,clarity,Explain one step more clearly.,False,2026-03-16T13:25:00
PF_core_L13_04_040_06_04,core_L13_04_040_06_04,L13_04_040,C13_04,S_C13_04_06,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-03-30T11:47:00
PF_core_L13_04_040_08_05,core_L13_04_040_08_05,L13_04_040,C13_04,S_C13_04_08,user_focus,Explain why that revision came before the others.,False,2026-04-13T11:42:00
PF_core_L13_04_041_03_01,core_L13_04_041_03_01,L13_04_041,C13_04,S_C13_04_03,limitations,The claim is strong; name the boundary condition sooner.,False,2026-03-09T10:32:00
PF_core_L13_04_041_04_02,core_L13_04_041_04_02,L13_04_041,C13_04,S_C13_04_04,evidence,The claim is strong; name the boundary condition sooner.,False,2026-03-16T11:23:00
PF_core_L13_04_041_05_03,core_L13_04_041_05_03,L13_04_041,C13_04,S_C13_04_05,user_focus,The claim is strong; name the boundary condition sooner.,False,2026-03-23T09:55:00
PF_core_L13_04_041_08_05,core_L13_04_041_08_05,L13_04_041,C13_04,S_C13_04_08,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-13T14:46:00
PF_core_L13_04_042_02_01,core_L13_04_042_02_01,L13_04_042,C13_04,S_C13_04_02,limitations,Make one part clearer.,True,2026-03-02T09:52:00
PF_core_L13_04_042_03_02,core_L13_04_042_03_02,L13_04_042,C13_04,S_C13_04_03,limitations,Explain one step more clearly.,True,2026-03-09T14:09:00
PF_core_L13_04_042_04_03,core_L13_04_042_04_03,L13_04_042,C13_04,S_C13_04_04,safety,Make one part clearer.,True,2026-03-16T12:26:00
PF_core_L13_04_042_06_04,core_L13_04_042_06_04,L13_04_042,C13_04,S_C13_04_06,safety,Explain one step more clearly.,True,2026-03-30T13:10:00
PF_core_L13_04_042_07_05,core_L13_04_042_07_05,L13_04_042,C13_04,S_C13_04_07,revision,Explain one step more clearly.,True,2026-04-06T12:51:00
PF_core_L13_04_043_01_01,core_L13_04_043_01_01,L13_04_043,C13_04,S_C13_04_01,evidence,Point to the evidence behind that claim.,True,2026-02-23T13:35:00
PF_core_L13_04_043_04_02,core_L13_04_043_04_02,L13_04_043,C13_04,S_C13_04_04,limitations,Show which part changed after feedback.,True,2026-03-16T08:55:00
PF_core_L13_04_043_06_04,core_L13_04_043_06_04,L13_04_043,C13_04,S_C13_04_06,limitations,Explain one step more clearly.,False,2026-03-30T09:01:00
PF_core_L13_04_043_07_05,core_L13_04_043_07_05,L13_04_043,C13_04,S_C13_04_07,safety,Explain one step more clearly.,False,2026-04-06T12:11:00
PF_core_L13_04_044_02_01,core_L13_04_044_02_01,L13_04_044,C13_04,S_C13_04_02,safety,Explain why that revision came before the others.,False,2026-03-02T14:05:00
PF_core_L13_04_044_03_02,core_L13_04_044_03_02,L13_04_044,C13_04,S_C13_04_03,evidence,Your idea is clear; add the strongest evidence first.,False,2026-03-09T11:58:00
PF_core_L13_04_044_04_03,core_L13_04_044_04_03,L13_04_044,C13_04,S_C13_04_04,safety,Your idea is clear; add the strongest evidence first.,False,2026-03-16T11:05:00
PF_core_L13_04_044_05_04,core_L13_04_044_05_04,L13_04_044,C13_04,S_C13_04_05,clarity,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-23T10:11:00
PF_core_L13_04_045_05_02,core_L13_04_045_05_02,L13_04_045,C13_04,S_C13_04_05,safety,The claim is strong; name the boundary condition sooner.,False,2026-03-23T12:41:00
PF_core_L13_04_045_06_03,core_L13_04_045_06_03,L13_04_045,C13_04,S_C13_04_06,limitations,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-03-30T09:28:00
PF_core_L13_04_045_07_04,core_L13_04_045_07_04,L13_04_045,C13_04,S_C13_04_07,limitations,The claim is strong; name the boundary condition sooner.,False,2026-04-06T14:40:00
PF_core_L13_04_045_08_05,core_L13_04_045_08_05,L13_04_045,C13_04,S_C13_04_08,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-13T13:30:00
PF_core_L13_04_046_01_01,core_L13_04_046_01_01,L13_04_046,C13_04,S_C13_04_01,clarity,Show which part changed after feedback.,True,2026-02-23T10:27:00
PF_core_L13_04_046_02_02,core_L13_04_046_02_02,L13_04_046,C13_04,S_C13_04_02,evidence,Show which part changed after feedback.,True,2026-03-02T12:52:00
PF_core_L13_04_046_03_03,core_L13_04_046_03_03,L13_04_046,C13_04,S_C13_04_03,clarity,Point to the evidence behind that claim.,False,2026-03-09T14:49:00
PF_core_L13_04_046_07_04,core_L13_04_046_07_04,L13_04_046,C13_04,S_C13_04_07,limitations,Explain why that revision came before the others.,False,2026-04-06T13:09:00
PF_core_L13_04_046_08_05,core_L13_04_046_08_05,L13_04_046,C13_04,S_C13_04_08,limitations,Your idea is clear; add the strongest evidence first.,False,2026-04-13T10:15:00
PF_core_L13_04_047_02_02,core_L13_04_047_02_02,L13_04_047,C13_04,S_C13_04_02,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-03-02T13:59:00
PF_core_L13_04_047_03_03,core_L13_04_047_03_03,L13_04_047,C13_04,S_C13_04_03,evidence,The claim is strong; name the boundary condition sooner.,False,2026-03-09T12:10:00
PF_core_L13_04_047_05_04,core_L13_04_047_05_04,L13_04_047,C13_04,S_C13_04_05,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-03-23T14:18:00
PF_core_L13_04_047_08_05,core_L13_04_047_08_05,L13_04_047,C13_04,S_C13_04_08,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-13T09:00:00
PF_core_L13_04_048_01_01,core_L13_04_048_01_01,L13_04_048,C13_04,S_C13_04_01,limitations,Say who this helps.,True,2026-02-23T10:51:00
PF_core_L13_04_048_03_02,core_L13_04_048_03_02,L13_04_048,C13_04,S_C13_04_03,safety,Make one part clearer.,True,2026-03-09T08:44:00
PF_core_L13_04_048_05_03,core_L13_04_048_05_03,L13_04_048,C13_04,S_C13_04_05,revision,Point to the evidence behind that claim.,False,2026-03-23T13:19:00
PF_core_L13_04_048_08_05,core_L13_04_048_08_05,L13_04_048,C13_04,S_C13_04_08,evidence,Show which part changed after feedback.,True,2026-04-13T12:21:00
PF_core_L13_04_049_02_01,core_L13_04_049_02_01,L13_04_049,C13_04,S_C13_04_02,evidence,Your idea is clear; add the strongest evidence first.,False,2026-03-02T11:01:00
PF_core_L13_04_049_03_02,core_L13_04_049_03_02,L13_04_049,C13_04,S_C13_04_03,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-03-09T12:12:00
PF_core_L13_04_049_04_03,core_L13_04_049_04_03,L13_04_049,C13_04,S_C13_04_04,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-03-16T13:37:00
PF_core_L13_04_049_08_05,core_L13_04_049_08_05,L13_04_049,C13_04,S_C13_04_08,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-13T09:02:00
PF_core_L13_04_050_03_01,core_L13_04_050_03_01,L13_04_050,C13_04,S_C13_04_03,clarity,Show which part changed after feedback.,True,2026-03-09T12:44:00
PF_core_L13_04_050_04_02,core_L13_04_050_04_02,L13_04_050,C13_04,S_C13_04_04,revision,Point to the evidence behind that claim.,False,2026-03-16T13:25:00
PF_core_L13_04_050_05_03,core_L13_04_050_05_03,L13_04_050,C13_04,S_C13_04_05,clarity,Point to the evidence behind that claim.,False,2026-03-23T12:39:00
PF_core_L13_04_050_06_04,core_L13_04_050_06_04,L13_04_050,C13_04,S_C13_04_06,limitations,Point to the evidence behind that claim.,False,2026-03-30T10:28:00
PF_core_L13_04_050_08_05,core_L13_04_050_08_05,L13_04_050,C13_04,S_C13_04_08,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-04-13T11:06:00
PF_core_L13_04_051_02_01,core_L13_04_051_02_01,L13_04_051,C13_04,S_C13_04_02,safety,Show the evidence you used.,True,2026-03-02T13:25:00
PF_core_L13_04_051_03_02,core_L13_04_051_03_02,L13_04_051,C13_04,S_C13_04_03,revision,Say who this helps.,True,2026-03-09T13:46:00
PF_core_L13_04_051_05_03,core_L13_04_051_05_03,L13_04_051,C13_04,S_C13_04_05,clarity,Explain one step more clearly.,True,2026-03-23T08:19:00
PF_core_L13_04_051_07_04,core_L13_04_051_07_04,L13_04_051,C13_04,S_C13_04_07,evidence,Point to the evidence behind that claim.,True,2026-04-06T10:13:00
PF_core_L13_04_051_08_05,core_L13_04_051_08_05,L13_04_051,C13_04,S_C13_04_08,user_focus,Show which part changed after feedback.,True,2026-04-13T10:13:00
PF_core_L13_04_052_01_01,core_L13_04_052_01_01,L13_04_052,C13_04,S_C13_04_01,revision,Explain why that revision came before the others.,False,2026-02-23T15:03:00
PF_core_L13_04_052_02_02,core_L13_04_052_02_02,L13_04_052,C13_04,S_C13_04_02,clarity,Explain why that revision came before the others.,False,2026-03-02T13:20:00
PF_core_L13_04_052_04_03,core_L13_04_052_04_03,L13_04_052,C13_04,S_C13_04_04,revision,Explain why that revision came before the others.,False,2026-03-16T14:55:00
PF_core_L13_04_052_06_04,core_L13_04_052_06_04,L13_04_052,C13_04,S_C13_04_06,revision,Explain why that revision came before the others.,False,2026-03-30T08:38:00
PF_core_L13_04_052_08_05,core_L13_04_052_08_05,L13_04_052,C13_04,S_C13_04_08,safety,Explain why that revision came before the others.,False,2026-04-13T10:34:00
PF_core_L13_04_053_01_01,core_L13_04_053_01_01,L13_04_053,C13_04,S_C13_04_01,safety,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-02-23T13:30:00
