artifact_id,record_id,learner_id,cohort_id,session_id,unit_family,artifact_type,artifact_summary,version_count,word_count_est,image_count_est,code_or_logic_steps_est,created_ts
ART_core_L13_05_019_06_04,core_L13_05_019_06_04,L13_05_019,C13_05,S_C13_05_06,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",3,20,0,1,2026-04-06T08:49:00
ART_core_L13_05_019_07_05,core_L13_05_019_07_05,L13_05_019,C13_05,S_C13_05_07,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",2,26,0,0,2026-04-13T09:50:00
ART_core_L13_05_020_02_01,core_L13_05_020_02_01,L13_05_020,C13_05,S_C13_05_02,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,3,35,1,0,2026-03-09T10:14:00
ART_core_L13_05_020_04_02,core_L13_05_020_04_02,L13_05_020,C13_05,S_C13_05_04,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",1,22,0,0,2026-03-23T09:43:00
ART_core_L13_05_020_05_03,core_L13_05_020_05_03,L13_05_020,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",2,27,0,0,2026-03-30T09:03:00
ART_core_L13_05_020_06_04,core_L13_05_020_06_04,L13_05_020,C13_05,S_C13_05_06,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,1,17,1,0,2026-04-06T14:55:00
ART_core_L13_05_020_08_05,core_L13_05_020_08_05,L13_05_020,C13_05,S_C13_05_08,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the computer station,3,25,0,0,2026-04-20T08:07:00
ART_core_L13_05_021_03_01,core_L13_05_021_03_01,L13_05_021,C13_05,S_C13_05_03,helpful_invention_studio,journal_page,"journal page naming the teacher and the problem, plus one test note",3,41,0,0,2026-03-16T13:09:00
ART_core_L13_05_021_04_02,core_L13_05_021_04_02,L13_05_021,C13_05,S_C13_05_04,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for papers fall out of folders in the homework bin,1,10,1,0,2026-03-23T08:13:00
ART_core_L13_05_021_05_03,core_L13_05_021_05_03,L13_05_021,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the teacher and the problem, plus one test note",1,30,0,0,2026-03-30T09:41:00
ART_core_L13_05_021_06_04,core_L13_05_021_06_04,L13_05_021,C13_05,S_C13_05_06,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for papers fall out of folders in the homework bin,3,30,1,0,2026-04-06T12:52:00
ART_core_L13_05_021_08_05,core_L13_05_021_08_05,L13_05_021,C13_05,S_C13_05_08,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing papers fall out of folders,2,32,1,0,2026-04-20T13:01:00
ART_core_L13_05_022_03_02,core_L13_05_022_03_02,L13_05_022,C13_05,S_C13_05_03,helpful_invention_studio,journal_page,"journal page naming the younger student and the problem, plus one test note",2,29,0,0,2026-03-16T13:28:00
ART_core_L13_05_022_04_03,core_L13_05_022_04_03,L13_05_022,C13_05,S_C13_05_04,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,1,31,0,0,2026-03-23T10:44:00
ART_core_L13_05_022_05_04,core_L13_05_022_05_04,L13_05_022,C13_05,S_C13_05_05,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,2,22,0,0,2026-03-30T12:37:00
ART_core_L13_05_022_08_05,core_L13_05_022_08_05,L13_05_022,C13_05,S_C13_05_08,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,2,22,0,0,2026-04-20T12:39:00
ART_core_L13_05_023_01_01,core_L13_05_023_01_01,L13_05_023,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,2,10,0,0,2026-03-02T11:01:00
ART_core_L13_05_023_03_03,core_L13_05_023_03_03,L13_05_023,C13_05,S_C13_05_03,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing markers dry out,1,13,1,0,2026-03-16T10:41:00
ART_core_L13_05_023_05_04,core_L13_05_023_05_04,L13_05_023,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the art helper and the problem, plus one test note",1,12,0,0,2026-03-30T13:31:00
ART_core_L13_05_023_08_05,core_L13_05_023_08_05,L13_05_023,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the art helper and the problem, plus one test note",3,22,0,0,2026-04-20T09:49:00
ART_core_L13_05_024_02_01,core_L13_05_024_02_01,L13_05_024,C13_05,S_C13_05_02,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing water bottle spills in backpacks,3,27,1,0,2026-03-09T14:21:00
ART_core_L13_05_024_04_02,core_L13_05_024_04_02,L13_05_024,C13_05,S_C13_05_04,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for water bottle spills in backpacks in the classroom,2,38,1,0,2026-03-23T10:06:00
ART_core_L13_05_024_05_03,core_L13_05_024_05_03,L13_05_024,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the student and the problem, plus one test note",3,43,0,0,2026-03-30T13:06:00
ART_core_L13_05_024_06_04,core_L13_05_024_06_04,L13_05_024,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the classroom,1,29,0,0,2026-04-06T11:32:00
ART_core_L13_05_024_07_05,core_L13_05_024_07_05,L13_05_024,C13_05,S_C13_05_07,helpful_invention_studio,journal_page,"journal page naming the student and the problem, plus one test note",3,42,0,0,2026-04-13T12:03:00
ART_core_L13_05_025_02_01,core_L13_05_025_02_01,L13_05_025,C13_05,S_C13_05_02,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,3,32,1,0,2026-03-09T12:24:00
ART_core_L13_05_025_03_02,core_L13_05_025_03_02,L13_05_025,C13_05,S_C13_05_03,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,1,35,1,0,2026-03-16T10:11:00
ART_core_L13_05_025_04_03,core_L13_05_025_04_03,L13_05_025,C13_05,S_C13_05_04,helpful_invention_studio,journal_page,"journal page naming the friend and the problem, plus one test note",1,20,0,0,2026-03-23T12:19:00
ART_core_L13_05_025_07_04,core_L13_05_025_07_04,L13_05_025,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,2,36,0,0,2026-04-13T10:30:00
ART_core_L13_05_025_08_05,core_L13_05_025_08_05,L13_05_025,C13_05,S_C13_05_08,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,2,33,1,0,2026-04-20T12:18:00
ART_core_L13_05_026_01_01,core_L13_05_026_01_01,L13_05_026,C13_05,S_C13_05_01,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for plants are forgotten in the window garden,1,13,1,0,2026-03-02T08:42:00
ART_core_L13_05_026_04_03,core_L13_05_026_04_03,L13_05_026,C13_05,S_C13_05_04,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,3,18,0,0,2026-03-23T12:56:00
ART_core_L13_05_026_05_04,core_L13_05_026_05_04,L13_05_026,C13_05,S_C13_05_05,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,1,47,0,0,2026-03-30T11:23:00
ART_core_L13_05_026_08_05,core_L13_05_026_08_05,L13_05_026,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",1,14,0,0,2026-04-20T11:23:00
ART_core_L13_05_027_01_01,core_L13_05_027_01_01,L13_05_027,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,1,20,0,0,2026-03-02T11:19:00
ART_core_L13_05_027_04_03,core_L13_05_027_04_03,L13_05_027,C13_05,S_C13_05_04,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,1,28,0,0,2026-03-23T12:33:00
ART_core_L13_05_027_07_04,core_L13_05_027_07_04,L13_05_027,C13_05,S_C13_05_07,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for books get mixed up in the reading corner,2,27,1,0,2026-04-13T09:08:00
ART_core_L13_05_027_08_05,core_L13_05_027_08_05,L13_05_027,C13_05,S_C13_05_08,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing books get mixed up,3,15,1,0,2026-04-20T11:03:00
ART_core_L13_05_028_01_01,core_L13_05_028_01_01,L13_05_028,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,2,18,0,0,2026-03-02T12:34:00
ART_core_L13_05_028_02_02,core_L13_05_028_02_02,L13_05_028,C13_05,S_C13_05_02,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,2,37,0,0,2026-03-09T13:52:00
ART_core_L13_05_028_05_03,core_L13_05_028_05_03,L13_05_028,C13_05,S_C13_05_05,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for books get mixed up in the reading corner,2,12,1,0,2026-03-30T09:45:00
ART_core_L13_05_028_08_05,core_L13_05_028_08_05,L13_05_028,C13_05,S_C13_05_08,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing books get mixed up,1,35,1,0,2026-04-20T12:06:00
ART_core_L13_05_029_03_02,core_L13_05_029_03_02,L13_05_029,C13_05,S_C13_05_03,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,3,34,0,0,2026-03-16T11:42:00
ART_core_L13_05_029_04_03,core_L13_05_029_04_03,L13_05_029,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing plants are forgotten,3,27,1,0,2026-03-23T12:19:00
ART_core_L13_05_029_05_04,core_L13_05_029_05_04,L13_05_029,C13_05,S_C13_05_05,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing plants are forgotten,2,18,1,0,2026-03-30T09:53:00
ART_core_L13_05_029_08_05,core_L13_05_029_08_05,L13_05_029,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",3,22,0,0,2026-04-20T09:39:00
ART_core_L13_05_030_01_01,core_L13_05_030_01_01,L13_05_030,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,1,18,0,0,2026-03-02T12:40:00
ART_core_L13_05_030_02_02,core_L13_05_030_02_02,L13_05_030,C13_05,S_C13_05_02,helpful_invention_studio,journal_page,"journal page naming the art helper and the problem, plus one test note",1,46,0,0,2026-03-09T10:55:00
ART_core_L13_05_030_03_03,core_L13_05_030_03_03,L13_05_030,C13_05,S_C13_05_03,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for markers dry out in the maker shelf,3,41,1,0,2026-03-16T12:56:00
ART_core_L13_05_030_06_04,core_L13_05_030_06_04,L13_05_030,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,1,30,0,0,2026-04-06T08:22:00
ART_core_L13_05_030_08_05,core_L13_05_030_08_05,L13_05_030,C13_05,S_C13_05_08,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,2,43,0,0,2026-04-20T09:26:00
ART_core_L13_05_031_02_01,core_L13_05_031_02_01,L13_05_031,C13_05,S_C13_05_02,helpful_invention_studio,journal_page,"journal page naming the friend and the problem, plus one test note",2,24,0,0,2026-03-09T08:46:00
ART_core_L13_05_031_03_02,core_L13_05_031_03_02,L13_05_031,C13_05,S_C13_05_03,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,1,29,1,0,2026-03-16T11:16:00
ART_core_L13_05_031_04_03,core_L13_05_031_04_03,L13_05_031,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,2,17,1,0,2026-03-23T14:39:00
ART_core_L13_05_031_05_04,core_L13_05_031_05_04,L13_05_031,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the friend and the problem, plus one test note",1,15,0,0,2026-03-30T11:58:00
ART_core_L13_05_031_07_05,core_L13_05_031_07_05,L13_05_031,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,1,24,0,0,2026-04-13T09:06:00
ART_core_L13_05_032_01_01,core_L13_05_032_01_01,L13_05_032,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,1,14,0,0,2026-03-02T09:10:00
ART_core_L13_05_032_03_02,core_L13_05_032_03_02,L13_05_032,C13_05,S_C13_05_03,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for markers dry out in the maker shelf,3,15,1,0,2026-03-16T12:08:00
ART_core_L13_05_032_06_03,core_L13_05_032_06_03,L13_05_032,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the maker shelf,3,31,0,1,2026-04-06T08:40:00
ART_core_L13_05_032_07_04,core_L13_05_032_07_04,L13_05_032,C13_05,S_C13_05_07,helpful_invention_studio,journal_page,"journal page naming the art helper and the problem, plus one test note",1,35,0,0,2026-04-13T14:30:00
ART_core_L13_05_032_08_05,core_L13_05_032_08_05,L13_05_032,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the art helper and the problem, plus one test note",3,26,0,0,2026-04-20T13:54:00
ART_core_L13_05_033_02_01,core_L13_05_033_02_01,L13_05_033,C13_05,S_C13_05_02,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for lunch box is hard to open in the cafeteria,1,27,1,0,2026-03-09T11:44:00
ART_core_L13_05_033_03_02,core_L13_05_033_03_02,L13_05_033,C13_05,S_C13_05_03,helpful_invention_studio,journal_page,"journal page naming the younger student and the problem, plus one test note",2,28,0,0,2026-03-16T09:26:00
ART_core_L13_05_033_05_03,core_L13_05_033_05_03,L13_05_033,C13_05,S_C13_05_05,helpful_invention_studio,journal_page,"journal page naming the younger student and the problem, plus one test note",3,20,0,0,2026-03-30T10:14:00
ART_core_L13_05_033_06_04,core_L13_05_033_06_04,L13_05_033,C13_05,S_C13_05_06,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for lunch box is hard to open in the cafeteria,3,28,1,1,2026-04-06T13:10:00
ART_core_L13_05_033_08_05,core_L13_05_033_08_05,L13_05_033,C13_05,S_C13_05_08,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for lunch box is hard to open in the cafeteria,2,22,1,0,2026-04-20T08:05:00
ART_core_L13_05_034_01_01,core_L13_05_034_01_01,L13_05_034,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,2,27,0,0,2026-03-02T13:04:00
ART_core_L13_05_034_02_02,core_L13_05_034_02_02,L13_05_034,C13_05,S_C13_05_02,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,1,26,0,0,2026-03-09T08:30:00
ART_core_L13_05_034_04_03,core_L13_05_034_04_03,L13_05_034,C13_05,S_C13_05_04,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,1,19,0,0,2026-03-23T12:38:00
ART_core_L13_05_034_07_04,core_L13_05_034_07_04,L13_05_034,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,1,39,0,0,2026-04-13T08:44:00
ART_core_L13_05_035_01_01,core_L13_05_035_01_01,L13_05_035,C13_05,S_C13_05_01,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",3,13,0,0,2026-03-02T13:50:00
ART_core_L13_05_035_02_02,core_L13_05_035_02_02,L13_05_035,C13_05,S_C13_05_02,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",2,14,0,0,2026-03-09T12:17:00
ART_core_L13_05_035_04_03,core_L13_05_035_04_03,L13_05_035,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,2,15,1,0,2026-03-23T10:35:00
ART_core_L13_05_035_07_04,core_L13_05_035_07_04,L13_05_035,C13_05,S_C13_05_07,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,1,22,1,0,2026-04-13T09:13:00
ART_core_L13_05_035_08_05,core_L13_05_035_08_05,L13_05_035,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",3,12,0,0,2026-04-20T11:56:00
ART_core_L13_05_036_02_01,core_L13_05_036_02_01,L13_05_036,C13_05,S_C13_05_02,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for crayons roll off the desk in the art table,1,23,1,0,2026-03-09T14:12:00
ART_core_L13_05_036_04_02,core_L13_05_036_04_02,L13_05_036,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,1,17,1,0,2026-03-23T11:04:00
ART_core_L13_05_036_05_03,core_L13_05_036_05_03,L13_05_036,C13_05,S_C13_05_05,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for crayons roll off the desk in the art table,2,23,1,0,2026-03-30T11:45:00
ART_core_L13_05_036_06_04,core_L13_05_036_06_04,L13_05_036,C13_05,S_C13_05_06,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for crayons roll off the desk in the art table,1,23,1,0,2026-04-06T08:41:00
ART_core_L13_05_036_07_05,core_L13_05_036_07_05,L13_05_036,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the art table,1,12,0,0,2026-04-13T10:47:00
ART_core_L13_05_037_01_01,core_L13_05_037_01_01,L13_05_037,C13_05,S_C13_05_01,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,1,18,1,0,2026-03-02T07:47:00
ART_core_L13_05_037_02_02,core_L13_05_037_02_02,L13_05_037,C13_05,S_C13_05_02,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,3,37,1,0,2026-03-09T14:08:00
ART_core_L13_05_037_03_03,core_L13_05_037_03_03,L13_05_037,C13_05,S_C13_05_03,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,2,18,1,0,2026-03-16T13:18:00
ART_core_L13_05_037_06_04,core_L13_05_037_06_04,L13_05_037,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the computer station,3,23,0,3,2026-04-06T08:40:00
ART_core_L13_05_037_08_05,core_L13_05_037_08_05,L13_05_037,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",1,15,0,0,2026-04-20T11:57:00
ART_core_L13_05_038_05_02,core_L13_05_038_05_02,L13_05_038,C13_05,S_C13_05_05,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,3,15,0,0,2026-03-30T14:39:00
ART_core_L13_05_038_06_03,core_L13_05_038_06_03,L13_05_038,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,2,24,0,4,2026-04-06T11:45:00
ART_core_L13_05_038_07_04,core_L13_05_038_07_04,L13_05_038,C13_05,S_C13_05_07,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for books get mixed up in the reading corner,2,26,1,0,2026-04-13T13:04:00
ART_core_L13_05_039_01_01,core_L13_05_039_01_01,L13_05_039,C13_05,S_C13_05_01,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,1,17,1,0,2026-03-02T09:12:00
ART_core_L13_05_039_03_02,core_L13_05_039_03_02,L13_05_039,C13_05,S_C13_05_03,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the computer station,2,17,0,0,2026-03-16T09:19:00
ART_core_L13_05_039_04_03,core_L13_05_039_04_03,L13_05_039,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,2,21,1,0,2026-03-23T09:32:00
ART_core_L13_05_039_06_04,core_L13_05_039_06_04,L13_05_039,C13_05,S_C13_05_06,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,1,19,1,0,2026-04-06T11:16:00
ART_core_L13_05_039_07_05,core_L13_05_039_07_05,L13_05_039,C13_05,S_C13_05_07,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing headphones get tangled,1,25,1,0,2026-04-13T14:19:00
ART_core_L13_05_040_01_01,core_L13_05_040_01_01,L13_05_040,C13_05,S_C13_05_01,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",1,20,0,0,2026-03-02T11:28:00
ART_core_L13_05_040_04_02,core_L13_05_040_04_02,L13_05_040,C13_05,S_C13_05_04,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,1,16,0,0,2026-03-23T08:26:00
ART_core_L13_05_040_05_03,core_L13_05_040_05_03,L13_05_040,C13_05,S_C13_05_05,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for plants are forgotten in the window garden,1,30,1,0,2026-03-30T10:13:00
ART_core_L13_05_040_06_04,core_L13_05_040_06_04,L13_05_040,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,1,21,0,0,2026-04-06T09:22:00
ART_core_L13_05_040_07_05,core_L13_05_040_07_05,L13_05_040,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the window garden,1,26,0,0,2026-04-13T08:32:00
ART_core_L13_05_041_01_01,core_L13_05_041_01_01,L13_05_041,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,2,17,0,0,2026-03-02T12:41:00
ART_core_L13_05_041_04_02,core_L13_05_041_04_02,L13_05_041,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing books get mixed up,1,17,1,0,2026-03-23T13:02:00
ART_core_L13_05_041_05_03,core_L13_05_041_05_03,L13_05_041,C13_05,S_C13_05_05,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing books get mixed up,2,16,1,0,2026-03-30T14:04:00
ART_core_L13_05_041_06_04,core_L13_05_041_06_04,L13_05_041,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the reading corner,3,21,0,0,2026-04-06T08:58:00
ART_core_L13_05_041_08_05,core_L13_05_041_08_05,L13_05_041,C13_05,S_C13_05_08,helpful_invention_studio,journal_page,"journal page naming the class and the problem, plus one test note",1,30,0,0,2026-04-20T12:20:00
ART_core_L13_05_042_01_01,core_L13_05_042_01_01,L13_05_042,C13_05,S_C13_05_01,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the computer station,1,9,0,0,2026-03-02T09:09:00
ART_core_L13_05_042_02_02,core_L13_05_042_02_02,L13_05_042,C13_05,S_C13_05_02,helpful_invention_studio,journal_page,"journal page naming the partner and the problem, plus one test note",3,20,0,0,2026-03-09T08:34:00
ART_core_L13_05_042_04_03,core_L13_05_042_04_03,L13_05_042,C13_05,S_C13_05_04,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for headphones get tangled in the computer station,1,19,1,0,2026-03-23T13:26:00
ART_core_L13_05_042_07_05,core_L13_05_042_07_05,L13_05_042,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the computer station,2,24,0,0,2026-04-13T09:17:00
ART_core_L13_05_043_02_01,core_L13_05_043_02_01,L13_05_043,C13_05,S_C13_05_02,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,2,30,0,0,2026-03-09T09:35:00
ART_core_L13_05_043_04_03,core_L13_05_043_04_03,L13_05_043,C13_05,S_C13_05_04,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for lunch box is hard to open in the cafeteria,2,30,1,0,2026-03-23T14:03:00
ART_core_L13_05_043_05_04,core_L13_05_043_05_04,L13_05_043,C13_05,S_C13_05_05,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for lunch box is hard to open in the cafeteria,3,16,1,0,2026-03-30T11:45:00
ART_core_L13_05_043_08_05,core_L13_05_043_08_05,L13_05_043,C13_05,S_C13_05_08,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing lunch box is hard to open,3,24,1,0,2026-04-20T08:10:00
ART_core_L13_05_044_02_01,core_L13_05_044_02_01,L13_05_044,C13_05,S_C13_05_02,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for papers fall out of folders in the homework bin,2,27,1,0,2026-03-09T10:37:00
ART_core_L13_05_044_03_02,core_L13_05_044_03_02,L13_05_044,C13_05,S_C13_05_03,helpful_invention_studio,journal_page,"journal page naming the teacher and the problem, plus one test note",3,42,0,0,2026-03-16T10:49:00
ART_core_L13_05_044_07_04,core_L13_05_044_07_04,L13_05_044,C13_05,S_C13_05_07,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the homework bin,2,19,0,0,2026-04-13T08:07:00
ART_core_L13_05_044_08_05,core_L13_05_044_08_05,L13_05_044,C13_05,S_C13_05_08,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the homework bin,2,19,0,0,2026-04-20T13:11:00
ART_core_L13_05_045_05_03,core_L13_05_045_05_03,L13_05_045,C13_05,S_C13_05_05,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,1,53,0,0,2026-03-30T07:50:00
ART_core_L13_05_045_06_04,core_L13_05_045_06_04,L13_05_045,C13_05,S_C13_05_06,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,3,17,0,4,2026-04-06T08:31:00
ART_core_L13_05_045_08_05,core_L13_05_045_08_05,L13_05_045,C13_05,S_C13_05_08,helpful_invention_studio,demo_video,short demo clip showing how the invention helps in the cafeteria,2,22,0,0,2026-04-20T11:05:00
ART_core_L13_05_046_01_01,core_L13_05_046_01_01,L13_05_046,C13_05,S_C13_05_01,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for crayons roll off the desk in the art table,2,45,1,0,2026-03-02T07:55:00
ART_core_L13_05_046_03_02,core_L13_05_046_03_02,L13_05_046,C13_05,S_C13_05_03,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,1,46,1,0,2026-03-16T07:59:00
ART_core_L13_05_046_04_03,core_L13_05_046_04_03,L13_05_046,C13_05,S_C13_05_04,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,3,27,1,0,2026-03-23T12:17:00
ART_core_L13_05_046_05_04,core_L13_05_046_05_04,L13_05_046,C13_05,S_C13_05_05,helpful_invention_studio,prototype_photo,prototype photo with one labeled part aimed at fixing crayons roll off the desk,3,30,1,0,2026-03-30T10:58:00
ART_core_L13_05_046_08_05,core_L13_05_046_08_05,L13_05_046,C13_05,S_C13_05_08,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for crayons roll off the desk in the art table,3,46,1,0,2026-04-20T08:34:00
ART_core_L13_05_047_03_01,core_L13_05_047_03_01,L13_05_047,C13_05,S_C13_05_03,helpful_invention_studio,journal_page,"journal page naming the student and the problem, plus one test note",3,42,0,0,2026-03-16T10:58:00
ART_core_L13_05_047_05_03,core_L13_05_047_05_03,L13_05_047,C13_05,S_C13_05_05,helpful_invention_studio,drawing_or_photo,drawing/photo evidence showing a prototype for water bottle spills in backpacks in the classroom,1,19,1,0,2026-03-30T10:53:00
