record_id,recommended_split,bos_mastery_score_expected,bos_readiness_score_expected,mia_integrity_score_expected,bos_mastery_band_expected,bos_readiness_band_expected,mia_band_expected,mia_review_needed_expected,expected_action,confidence_calibration_gap,rationale_stub
core_L13_01_001_03_01,train,75,65,87,green,amber,green,False,auto_pass,25,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_028_08_05,train,78,75,87,green,green,green,False,auto_pass,-18,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_029_01_01,train,78,65,87,green,amber,green,False,auto_pass,-18,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_029_02_02,train,78,65,87,green,amber,green,False,auto_pass,-18,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_029_05_03,train,78,65,87,green,amber,green,False,auto_pass,-18,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_029_07_04,train,78,65,87,green,amber,green,False,auto_pass,2,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_029_08_05,train,78,65,87,green,amber,green,False,auto_pass,2,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_030_01_01,train,65,70,83,amber,amber,green,False,auto_pass,15,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_030_02_02,train,56,63,83,amber,amber,green,False,auto_pass,24,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_030_04_03,train,56,63,83,amber,amber,green,False,auto_pass,24,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_030_05_04,train,56,58,83,amber,amber,green,False,auto_pass,24,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_030_08_05,train,70,70,87,amber,amber,green,False,auto_pass,10,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_031_01_01,train,72,70,83,green,amber,green,False,auto_pass,-32,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_031_03_02,train,72,62,83,green,amber,green,True,escalate_teacher_review,-12,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_031_06_03,train,72,62,83,green,amber,green,True,escalate_teacher_review,-12,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_031_07_04,train,69,62,83,amber,amber,green,True,escalate_teacher_review,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_031_08_05,train,72,62,83,green,amber,green,True,escalate_teacher_review,-32,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_032_04_01,train,52,43,83,amber,red,green,True,escalate_teacher_review,-12,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_032_05_02,train,55,43,87,amber,red,green,True,escalate_teacher_review,-15,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_032_06_03,train,58,43,87,amber,red,green,True,escalate_teacher_review,-18,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_032_07_04,train,69,51,87,amber,amber,green,True,escalate_teacher_review,-9,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_032_08_05,train,69,51,77,amber,amber,green,True,escalate_teacher_review,-29,mastery=developing; evidence=strong; integrity=low; proof=False; ai=True
core_L13_04_033_01_01,train,50,61,83,amber,amber,green,False,coach_next_step,-10,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_033_02_02,train,50,61,83,amber,amber,green,False,coach_next_step,-10,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_033_04_03,train,56,61,87,amber,amber,green,False,coach_next_step,4,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_033_07_04,train,70,65,77,amber,amber,green,True,escalate_teacher_review,10,mastery=developing; evidence=strong; integrity=low; proof=False; ai=False
core_L13_04_033_08_05,train,66,73,87,amber,green,green,False,auto_pass,-6,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_034_01_01,train,63,67,68,amber,amber,amber,False,auto_pass,17,mastery=developing; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_034_04_02,train,73,69,72,green,amber,green,False,auto_pass,7,mastery=proficient; evidence=strong; integrity=medium; proof=True; ai=False
core_L13_04_034_05_03,train,75,74,87,green,green,green,False,auto_pass,25,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_034_07_04,train,69,70,68,amber,amber,amber,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_034_08_05,train,69,70,68,amber,amber,amber,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_035_01_01,train,65,65,83,amber,amber,green,False,auto_pass,35,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_035_04_02,train,65,65,83,amber,amber,green,False,auto_pass,35,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_035_05_03,train,75,75,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_035_07_04,train,71,75,83,amber,green,green,False,auto_pass,29,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_035_08_05,train,75,75,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_036_01_01,train,85,75,87,green,green,green,False,auto_pass,-5,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_036_02_02,train,81,70,87,green,amber,green,False,auto_pass,-1,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_036_05_03,train,85,75,87,green,green,green,False,auto_pass,-5,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_036_06_04,train,85,80,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_036_08_05,train,85,80,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_037_01_01,train,56,63,83,amber,amber,green,False,auto_pass,4,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_037_02_02,train,56,60,73,amber,amber,green,True,escalate_teacher_review,4,mastery=developing; evidence=developing; integrity=low; proof=False; ai=False
core_L13_04_037_03_03,train,65,70,83,amber,amber,green,False,auto_pass,-5,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_037_05_04,train,65,70,83,amber,amber,green,False,auto_pass,15,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_037_08_05,train,71,70,87,amber,amber,green,False,auto_pass,9,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=True
core_L13_04_038_01_01,train,69,79,83,amber,green,green,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_038_03_02,train,69,75,83,amber,green,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_038_04_03,train,69,75,83,amber,green,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_038_05_04,train,76,80,83,green,green,green,False,auto_pass,4,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_038_08_05,train,69,79,83,amber,green,green,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_039_01_01,train,60,52,87,amber,amber,green,True,escalate_teacher_review,-40,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_039_02_02,train,60,52,62,amber,amber,amber,True,escalate_teacher_review,-40,mastery=novice; evidence=strong; integrity=medium; proof=False; ai=False
core_L13_04_039_03_03,train,60,52,87,amber,amber,green,True,escalate_teacher_review,-40,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_039_04_04,train,60,52,87,amber,amber,green,True,escalate_teacher_review,-40,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_039_05_05,train,70,60,87,amber,amber,green,True,escalate_teacher_review,-30,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_040_01_01,train,54,59,79,amber,amber,green,False,auto_pass,6,mastery=developing; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_040_03_02,train,54,60,55,amber,amber,amber,True,escalate_teacher_review,-14,mastery=developing; evidence=weak; integrity=medium; proof=False; ai=False
core_L13_04_040_04_03,train,60,63,83,amber,amber,green,False,auto_pass,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_040_06_04,train,69,70,83,amber,amber,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_040_08_05,train,69,75,83,amber,green,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_041_03_01,train,79,79,83,green,green,green,False,auto_pass,21,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_041_04_02,train,79,79,83,green,green,green,False,auto_pass,21,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_041_05_03,train,79,79,83,green,green,green,False,auto_pass,21,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_041_07_04,train,85,75,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_041_08_05,train,85,79,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_042_02_01,train,45,38,83,red,red,green,True,escalate_teacher_review,-25,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_042_03_02,train,60,55,83,amber,amber,green,True,escalate_teacher_review,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_042_04_03,train,50,47,83,amber,red,green,True,escalate_teacher_review,-30,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_042_06_04,train,56,51,83,amber,amber,green,True,escalate_teacher_review,-16,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_042_07_05,train,56,51,83,amber,amber,green,True,escalate_teacher_review,-16,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_043_01_01,train,56,54,68,amber,amber,amber,True,escalate_teacher_review,-36,mastery=developing; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_043_04_02,train,56,62,83,amber,amber,green,False,auto_pass,-16,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_043_05_03,train,56,54,83,amber,amber,green,True,escalate_teacher_review,-16,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_043_06_04,train,56,62,83,amber,amber,green,False,auto_pass,-16,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_043_07_05,train,61,62,87,amber,amber,green,False,auto_pass,-21,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_044_02_01,train,63,75,79,amber,green,green,False,auto_pass,37,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_044_03_02,train,69,75,83,amber,green,green,False,auto_pass,31,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_044_04_03,train,69,75,83,amber,green,green,False,auto_pass,31,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_044_05_04,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_044_08_05,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_045_04_01,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_045_05_02,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_045_06_03,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_045_07_04,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_045_08_05,train,75,79,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_046_01_01,train,60,63,83,amber,amber,green,False,auto_pass,0,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_046_02_02,train,66,63,87,amber,amber,green,False,auto_pass,-6,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_046_03_03,train,60,63,83,amber,amber,green,False,auto_pass,0,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_046_07_04,train,79,75,87,green,green,green,False,auto_pass,1,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=True
core_L13_04_046_08_05,train,79,75,87,green,green,green,False,auto_pass,1,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_047_01_01,train,78,75,83,green,green,green,False,auto_pass,2,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_047_02_02,train,78,79,83,green,green,green,False,auto_pass,2,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_047_03_03,train,82,84,83,green,green,green,False,auto_pass,-2,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_047_05_04,train,78,79,59,green,green,amber,True,escalate_teacher_review,2,mastery=advanced; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_04_047_08_05,train,82,79,83,green,green,green,False,auto_pass,-2,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_048_01_01,train,46,52,83,red,amber,green,False,coach_next_step,-6,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_048_03_02,train,52,52,87,amber,amber,green,False,coach_next_step,-12,mastery=novice; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_048_05_03,train,62,63,87,amber,amber,green,False,auto_pass,-22,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_048_06_04,train,62,60,77,amber,amber,green,True,escalate_teacher_review,-22,mastery=developing; evidence=strong; integrity=low; proof=False; ai=False
core_L13_04_048_08_05,train,62,63,87,amber,amber,green,False,auto_pass,-22,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_049_02_01,train,69,65,59,amber,amber,amber,True,escalate_teacher_review,11,mastery=proficient; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_04_049_03_02,train,63,70,79,amber,amber,green,False,auto_pass,17,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_049_04_03,train,69,65,59,amber,amber,amber,True,escalate_teacher_review,31,mastery=proficient; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_04_049_07_04,train,63,70,79,amber,amber,green,False,auto_pass,37,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_049_08_05,train,75,75,83,green,green,green,False,auto_pass,25,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_050_03_01,train,67,73,83,amber,green,green,False,auto_pass,13,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_050_04_02,train,67,73,83,amber,green,green,False,auto_pass,13,mastery=developing; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_050_05_03,train,67,73,83,amber,green,green,False,auto_pass,13,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_050_06_04,train,67,73,83,amber,green,green,False,auto_pass,13,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_050_08_05,train,76,79,83,green,green,green,False,auto_pass,4,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_051_02_01,train,42,43,55,red,red,amber,True,escalate_teacher_review,18,mastery=novice; evidence=weak; integrity=medium; proof=False; ai=False
core_L13_04_051_03_02,train,42,43,79,red,red,green,True,escalate_teacher_review,-2,mastery=novice; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_051_05_03,train,53,51,79,amber,amber,green,True,escalate_teacher_review,7,mastery=developing; evidence=weak; integrity=low; proof=True; ai=True
core_L13_04_051_07_04,train,63,55,83,amber,amber,green,True,escalate_teacher_review,17,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_051_08_05,train,59,51,83,amber,amber,green,True,escalate_teacher_review,21,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_052_01_01,train,65,65,59,amber,amber,amber,True,escalate_teacher_review,-5,mastery=proficient; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_04_052_02_02,train,65,65,83,amber,amber,green,False,auto_pass,-5,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_052_04_03,train,65,61,83,amber,amber,green,False,auto_pass,-5,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_052_06_04,train,65,65,83,amber,amber,green,False,auto_pass,-5,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_052_08_05,train,69,70,83,amber,amber,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_053_01_01,train,81,79,87,green,green,green,False,auto_pass,19,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_053_02_02,train,85,83,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_053_03_03,train,85,83,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_053_07_04,train,85,83,87,green,green,green,False,auto_pass,15,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_053_08_05,train,81,71,87,green,amber,green,True,escalate_teacher_review,19,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_054_01_01,train,69,78,68,amber,green,amber,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_054_02_02,train,69,78,83,amber,green,green,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_054_06_03,train,75,78,87,green,green,green,False,auto_pass,25,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_054_07_04,train,81,83,87,green,green,green,False,auto_pass,19,mastery=advanced; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_054_08_05,train,85,88,62,green,green,amber,True,escalate_teacher_review,15,mastery=advanced; evidence=strong; integrity=medium; proof=False; ai=True
core_L13_04_055_01_01,train,69,65,83,amber,amber,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_055_02_02,train,60,59,83,amber,amber,green,False,auto_pass,0,mastery=developing; evidence=developing; integrity=low; proof=True; ai=True
core_L13_04_055_04_03,train,69,65,83,amber,amber,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_055_05_04,train,69,65,83,amber,amber,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_055_06_05,train,69,70,83,amber,amber,green,False,auto_pass,11,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_056_01_01,train,69,74,83,amber,green,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_056_02_02,train,69,74,83,amber,green,green,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_056_04_03,train,69,74,68,amber,green,amber,False,auto_pass,-9,mastery=proficient; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_056_07_04,train,79,83,68,green,green,amber,False,auto_pass,1,mastery=advanced; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_04_056_08_05,train,79,83,83,green,green,green,False,auto_pass,1,mastery=advanced; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_057_01_01,train,78,70,87,green,amber,green,False,auto_pass,-38,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_057_03_02,train,63,63,83,amber,amber,green,False,auto_pass,-23,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_057_06_03,train,69,63,87,amber,amber,green,False,auto_pass,-29,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_057_07_04,train,78,70,87,green,amber,green,False,auto_pass,-38,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_057_08_05,train,78,70,87,green,amber,green,False,auto_pass,-18,mastery=proficient; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_058_01_01,train,50,52,83,amber,amber,green,False,coach_next_step,10,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_058_02_02,train,45,47,83,red,red,green,False,coach_next_step,-5,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_058_03_03,train,66,63,87,amber,amber,green,False,auto_pass,-6,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_058_05_04,train,60,63,83,amber,amber,green,False,auto_pass,0,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_058_07_05,train,66,60,62,amber,amber,amber,True,escalate_teacher_review,14,mastery=developing; evidence=strong; integrity=medium; proof=False; ai=True
core_L13_04_059_01_01,train,58,51,87,amber,amber,green,True,escalate_teacher_review,-18,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_059_02_02,train,52,51,83,amber,amber,green,True,escalate_teacher_review,-12,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_059_04_03,train,56,51,59,amber,amber,amber,True,escalate_teacher_review,-16,mastery=developing; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_04_059_06_04,train,58,51,87,amber,amber,green,True,escalate_teacher_review,-18,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_059_08_05,train,58,51,87,amber,amber,green,True,escalate_teacher_review,-18,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_04_060_02_01,train,51,52,79,amber,amber,green,True,escalate_teacher_review,-11,mastery=novice; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_060_03_02,train,58,60,55,amber,amber,amber,True,escalate_teacher_review,-18,mastery=developing; evidence=weak; integrity=medium; proof=False; ai=False
core_L13_04_060_04_03,train,51,47,79,amber,red,green,True,escalate_teacher_review,-11,mastery=novice; evidence=weak; integrity=low; proof=True; ai=False
core_L13_04_060_05_04,train,67,60,83,amber,amber,green,True,escalate_teacher_review,-27,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_04_060_07_05,train,67,60,83,amber,amber,green,True,escalate_teacher_review,-7,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_001_01_01,train,45,47,43,red,red,red,True,escalate_teacher_review,-25,mastery=novice; evidence=developing; integrity=high; proof=False; ai=False
core_L13_05_001_02_02,train,45,47,68,red,red,amber,False,coach_next_step,-25,mastery=novice; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_001_04_03,train,45,47,68,red,red,amber,False,coach_next_step,-25,mastery=novice; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_001_06_04,train,45,47,68,red,red,amber,False,coach_next_step,-5,mastery=novice; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_001_07_05,train,45,47,68,red,red,amber,False,coach_next_step,-25,mastery=novice; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_002_01_01,train,57,63,79,amber,amber,green,False,auto_pass,23,mastery=developing; evidence=weak; integrity=low; proof=True; ai=False
core_L13_05_002_02_02,train,57,60,55,amber,amber,amber,True,escalate_teacher_review,23,mastery=developing; evidence=weak; integrity=medium; proof=False; ai=False
core_L13_05_002_04_03,train,66,70,79,amber,amber,green,False,auto_pass,34,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_05_002_06_04,train,66,70,79,amber,amber,green,False,auto_pass,34,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_05_002_07_05,train,66,70,79,amber,amber,green,False,auto_pass,34,mastery=proficient; evidence=weak; integrity=low; proof=True; ai=False
core_L13_05_003_02_01,train,50,47,83,amber,red,green,True,escalate_teacher_review,-30,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_003_03_02,train,60,55,83,amber,amber,green,True,escalate_teacher_review,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_003_04_03,train,50,47,83,amber,red,green,True,escalate_teacher_review,-30,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_003_05_04,train,60,55,83,amber,amber,green,True,escalate_teacher_review,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_003_07_05,train,66,55,87,amber,amber,green,True,escalate_teacher_review,-26,mastery=developing; evidence=strong; integrity=low; proof=True; ai=False
core_L13_05_004_01_01,train,60,59,83,amber,amber,green,False,auto_pass,-40,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_004_02_02,train,60,59,83,amber,amber,green,False,auto_pass,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_004_04_03,train,63,59,83,amber,amber,green,False,auto_pass,-23,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_004_06_04,train,69,65,83,amber,amber,green,False,auto_pass,-29,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_004_07_05,train,60,55,59,amber,amber,amber,True,escalate_teacher_review,-20,mastery=developing; evidence=developing; integrity=medium; proof=False; ai=False
core_L13_05_005_01_01,train,54,47,83,amber,red,green,True,escalate_teacher_review,-34,mastery=novice; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_005_03_02,train,64,55,83,amber,amber,green,True,escalate_teacher_review,-44,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_005_04_03,train,54,47,68,amber,red,amber,True,escalate_teacher_review,-34,mastery=novice; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_005_05_04,train,64,55,68,amber,amber,amber,True,escalate_teacher_review,-44,mastery=developing; evidence=developing; integrity=medium; proof=True; ai=False
core_L13_05_005_06_05,train,64,55,43,amber,amber,red,True,escalate_teacher_review,-44,mastery=developing; evidence=developing; integrity=high; proof=False; ai=True
core_L13_05_006_02_01,train,60,63,83,amber,amber,green,False,auto_pass,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_006_03_02,train,69,70,83,amber,amber,green,False,auto_pass,-29,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_006_04_03,train,54,51,79,amber,amber,green,True,escalate_teacher_review,-14,mastery=developing; evidence=weak; integrity=low; proof=True; ai=False
core_L13_05_006_05_04,train,69,62,83,amber,amber,green,True,escalate_teacher_review,-29,mastery=proficient; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_006_07_05,train,60,63,83,amber,amber,green,False,auto_pass,-20,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_007_01_01,train,52,54,83,amber,amber,green,False,auto_pass,-12,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_007_03_02,train,52,59,83,amber,amber,green,False,auto_pass,-12,mastery=developing; evidence=developing; integrity=low; proof=True; ai=False
core_L13_05_007_06_03,train,52,59,83,amber,amber,green,False,auto_pass,8,mastery=developing; evidence=developing; integrity=low; proof=True; ai=True
