aggregate_level,cohort_id,grade_band,unit_family,session_index,session_title,submitted_records,distinct_learners,expected_enrollment,submission_rate,avg_bos_mastery,avg_bos_readiness,avg_mia_integrity,proof_of_work_rate,ai_use_rate,followup_rate,review_needed_rate
cohort_session,C13_12,1-3,helpful_invention_studio,3,Build Prototype v1,37,37,60,0.617,65.1,62.6,80.3,0.892,0.081,0.405,0.324
cohort_session,C13_12,1-3,helpful_invention_studio,4,Make It Better,37,37,60,0.617,66.3,64.9,80.0,0.892,0.054,0.27,0.27
cohort_session,C13_12,1-3,helpful_invention_studio,5,Add a Story + Demo,33,33,60,0.55,70.8,68.0,81.9,0.909,0.091,0.182,0.242
cohort_session,C13_12,1-3,helpful_invention_studio,6,Optional Coding Boost,39,39,60,0.65,67.0,67.2,78.9,0.821,0.154,0.205,0.256
cohort_session,C13_12,1-3,helpful_invention_studio,7,Rehearse & Improve,45,45,60,0.75,68.5,66.4,81.2,0.911,0.089,0.267,0.222
cohort_session,C13_12,1-3,helpful_invention_studio,8,Showcase Day,32,32,60,0.533,71.1,70.2,82.4,0.906,0.188,0.188,0.188
cohort_session,C46_01,4-6,eco_smart_design_lab,1,Define a Community Challenge,44,44,60,0.733,64.3,62.1,77.5,0.773,0.068,0.477,0.455
cohort_session,C46_01,4-6,eco_smart_design_lab,2,Collect Simple Data,34,34,60,0.567,65.9,64.9,81.3,0.941,0.118,0.235,0.176
cohort_session,C46_01,4-6,eco_smart_design_lab,3,Design a Solution,37,37,60,0.617,67.2,65.1,81.5,0.919,0.135,0.351,0.324
cohort_session,C46_01,4-6,eco_smart_design_lab,4,Build a Prototype,32,32,60,0.533,67.1,64.8,80.0,0.844,0.094,0.344,0.312
cohort_session,C46_01,4-6,eco_smart_design_lab,5,Test With Users,39,39,60,0.65,68.9,66.9,82.8,0.974,0.128,0.256,0.231
cohort_session,C46_01,4-6,eco_smart_design_lab,6,Iterate With Evidence,41,41,60,0.683,69.9,68.8,81.7,0.902,0.122,0.268,0.317
cohort_session,C46_01,4-6,eco_smart_design_lab,7,Create a Clear Pitch,40,40,60,0.667,72.7,71.3,82.9,0.925,0.175,0.125,0.15
cohort_session,C46_01,4-6,eco_smart_design_lab,8,Expo Day,33,33,60,0.55,73.3,72.0,82.9,0.97,0.121,0.242,0.242
cohort_session,C46_02,4-6,eco_smart_design_lab,1,Define a Community Challenge,36,36,60,0.6,63.2,61.8,81.6,0.972,0.111,0.278,0.194
cohort_session,C46_02,4-6,eco_smart_design_lab,2,Collect Simple Data,42,42,60,0.7,62.0,62.1,79.4,0.857,0.024,0.31,0.214
cohort_session,C46_02,4-6,eco_smart_design_lab,3,Design a Solution,38,38,60,0.633,65.7,66.3,80.3,0.868,0.026,0.211,0.158
cohort_session,C46_02,4-6,eco_smart_design_lab,4,Build a Prototype,38,38,60,0.633,65.5,65.2,80.0,0.895,0.053,0.237,0.263
cohort_session,C46_02,4-6,eco_smart_design_lab,5,Test With Users,37,37,60,0.617,68.4,67.3,79.6,0.865,0.189,0.27,0.27
cohort_session,C46_02,4-6,eco_smart_design_lab,6,Iterate With Evidence,41,41,60,0.683,70.7,69.0,83.8,1.0,0.146,0.195,0.171
cohort_session,C46_02,4-6,eco_smart_design_lab,7,Create a Clear Pitch,33,33,60,0.55,71.2,68.6,83.1,0.939,0.152,0.182,0.182
cohort_session,C46_02,4-6,eco_smart_design_lab,8,Expo Day,35,35,60,0.583,70.2,68.6,81.9,0.914,0.114,0.171,0.229
cohort_session,C46_03,4-6,eco_smart_design_lab,1,Define a Community Challenge,38,38,60,0.633,62.9,63.4,79.3,0.921,0.026,0.263,0.184
cohort_session,C46_03,4-6,eco_smart_design_lab,2,Collect Simple Data,37,37,60,0.617,63.4,64.4,80.8,0.946,0.135,0.243,0.135
cohort_session,C46_03,4-6,eco_smart_design_lab,3,Design a Solution,34,34,60,0.567,63.9,65.6,78.9,0.882,0.029,0.206,0.176
cohort_session,C46_03,4-6,eco_smart_design_lab,4,Build a Prototype,33,33,60,0.55,65.0,65.3,80.5,0.939,0.121,0.242,0.121
cohort_session,C46_03,4-6,eco_smart_design_lab,5,Test With Users,37,37,60,0.617,65.4,65.3,80.0,0.865,0.135,0.243,0.243
cohort_session,C46_03,4-6,eco_smart_design_lab,6,Iterate With Evidence,41,41,60,0.683,68.6,67.4,80.8,0.878,0.146,0.244,0.244
cohort_session,C46_03,4-6,eco_smart_design_lab,7,Create a Clear Pitch,39,39,60,0.65,68.7,68.0,82.7,0.974,0.231,0.128,0.103
cohort_session,C46_03,4-6,eco_smart_design_lab,8,Expo Day,41,41,60,0.683,70.1,69.5,79.3,0.902,0.098,0.171,0.171
cohort_session,C46_04,4-6,eco_smart_design_lab,1,Define a Community Challenge,37,37,60,0.617,63.5,61.6,79.2,0.865,0.081,0.324,0.297
cohort_session,C46_04,4-6,eco_smart_design_lab,2,Collect Simple Data,39,39,60,0.65,64.4,62.7,80.1,0.872,0.0,0.308,0.282
cohort_session,C46_04,4-6,eco_smart_design_lab,3,Design a Solution,38,38,60,0.633,66.5,63.6,81.3,0.895,0.132,0.316,0.289
cohort_session,C46_04,4-6,eco_smart_design_lab,4,Build a Prototype,38,38,60,0.633,67.3,65.6,81.7,0.947,0.079,0.263,0.211
cohort_session,C46_04,4-6,eco_smart_design_lab,5,Test With Users,38,38,60,0.633,68.6,65.9,82.2,0.947,0.184,0.263,0.211
cohort_session,C46_04,4-6,eco_smart_design_lab,6,Iterate With Evidence,40,40,60,0.667,70.6,67.0,80.8,0.9,0.15,0.225,0.225
cohort_session,C46_04,4-6,eco_smart_design_lab,7,Create a Clear Pitch,34,34,60,0.567,70.5,67.8,82.5,0.912,0.176,0.176,0.176
cohort_session,C46_04,4-6,eco_smart_design_lab,8,Expo Day,36,36,60,0.6,71.4,68.3,82.7,0.944,0.139,0.222,0.25
cohort_session,C46_05,4-6,eco_smart_design_lab,1,Define a Community Challenge,37,37,60,0.617,64.4,63.2,80.1,0.919,0.108,0.27,0.27
cohort_session,C46_05,4-6,eco_smart_design_lab,2,Collect Simple Data,40,40,60,0.667,61.6,62.0,79.5,0.9,0.125,0.35,0.25
cohort_session,C46_05,4-6,eco_smart_design_lab,3,Design a Solution,41,41,60,0.683,66.2,65.2,80.8,0.951,0.171,0.244,0.244
cohort_session,C46_05,4-6,eco_smart_design_lab,4,Build a Prototype,40,40,60,0.667,67.2,65.2,81.3,0.925,0.175,0.2,0.25
cohort_session,C46_05,4-6,eco_smart_design_lab,5,Test With Users,38,38,60,0.633,69.1,67.2,80.8,0.921,0.132,0.211,0.211
cohort_session,C46_05,4-6,eco_smart_design_lab,6,Iterate With Evidence,32,32,60,0.533,70.8,67.4,78.2,0.844,0.25,0.25,0.344
cohort_session,C46_05,4-6,eco_smart_design_lab,7,Create a Clear Pitch,32,32,60,0.533,70.6,69.0,81.4,0.969,0.312,0.25,0.25
cohort_session,C46_05,4-6,eco_smart_design_lab,8,Expo Day,40,40,60,0.667,74.0,70.3,82.5,0.95,0.05,0.175,0.2
cohort_session,C46_06,4-6,eco_smart_design_lab,1,Define a Community Challenge,45,45,60,0.75,63.2,62.5,79.8,0.867,0.133,0.289,0.267
cohort_session,C46_06,4-6,eco_smart_design_lab,2,Collect Simple Data,29,29,60,0.483,66.2,64.4,82.2,0.966,0.138,0.172,0.172
cohort_session,C46_06,4-6,eco_smart_design_lab,3,Design a Solution,39,39,60,0.65,66.8,64.2,83.7,0.974,0.077,0.282,0.231
cohort_session,C46_06,4-6,eco_smart_design_lab,4,Build a Prototype,35,35,60,0.583,67.5,66.1,78.9,0.829,0.086,0.229,0.343
cohort_session,C46_06,4-6,eco_smart_design_lab,5,Test With Users,41,41,60,0.683,68.3,65.9,83.3,0.976,0.122,0.22,0.244
cohort_session,C46_06,4-6,eco_smart_design_lab,6,Iterate With Evidence,39,39,60,0.65,70.7,68.4,82.6,0.923,0.154,0.128,0.179
cohort_session,C46_06,4-6,eco_smart_design_lab,7,Create a Clear Pitch,45,45,60,0.75,70.7,67.7,82.7,0.911,0.133,0.289,0.311
cohort_session,C46_06,4-6,eco_smart_design_lab,8,Expo Day,27,27,60,0.45,73.4,71.8,82.3,0.963,0.148,0.185,0.222
cohort_session,C46_07,4-6,eco_smart_design_lab,1,Define a Community Challenge,35,35,60,0.583,63.9,64.5,80.3,0.914,0.143,0.2,0.171
cohort_session,C46_07,4-6,eco_smart_design_lab,2,Collect Simple Data,35,35,60,0.583,64.5,64.9,78.6,0.829,0.057,0.229,0.257
cohort_session,C46_07,4-6,eco_smart_design_lab,3,Design a Solution,37,37,60,0.617,68.0,66.5,80.4,0.865,0.054,0.27,0.243
cohort_session,C46_07,4-6,eco_smart_design_lab,4,Build a Prototype,38,38,60,0.633,67.9,66.3,83.3,0.921,0.026,0.237,0.237
cohort_session,C46_07,4-6,eco_smart_design_lab,5,Test With Users,40,40,60,0.667,68.2,67.2,82.2,0.95,0.15,0.225,0.25
cohort_session,C46_07,4-6,eco_smart_design_lab,6,Iterate With Evidence,38,38,60,0.633,68.3,67.1,82.2,0.947,0.026,0.237,0.237
cohort_session,C46_07,4-6,eco_smart_design_lab,7,Create a Clear Pitch,38,38,60,0.633,67.2,66.0,79.7,0.842,0.237,0.237,0.263
cohort_session,C46_07,4-6,eco_smart_design_lab,8,Expo Day,39,39,60,0.65,72.8,71.3,83.1,0.949,0.077,0.179,0.205
cohort_session,C46_08,4-6,eco_smart_design_lab,1,Define a Community Challenge,41,41,60,0.683,63.8,63.1,79.0,0.927,0.024,0.244,0.244
cohort_session,C46_08,4-6,eco_smart_design_lab,2,Collect Simple Data,34,34,60,0.567,64.7,63.3,80.3,0.912,0.059,0.265,0.235
cohort_session,C46_08,4-6,eco_smart_design_lab,3,Design a Solution,30,30,60,0.5,66.1,64.1,79.9,0.933,0.167,0.267,0.3
cohort_session,C46_08,4-6,eco_smart_design_lab,4,Build a Prototype,36,36,60,0.6,66.3,64.5,80.5,0.944,0.139,0.25,0.25
cohort_session,C46_08,4-6,eco_smart_design_lab,5,Test With Users,41,41,60,0.683,67.6,66.7,81.4,0.951,0.146,0.22,0.22
cohort_session,C46_08,4-6,eco_smart_design_lab,6,Iterate With Evidence,39,39,60,0.65,71.8,69.3,81.7,0.949,0.103,0.205,0.231
cohort_session,C46_08,4-6,eco_smart_design_lab,7,Create a Clear Pitch,39,39,60,0.65,70.0,67.0,82.6,0.974,0.154,0.154,0.179
cohort_session,C46_08,4-6,eco_smart_design_lab,8,Expo Day,40,40,60,0.667,71.6,70.5,82.3,0.925,0.05,0.1,0.15
cohort_session,C46_09,4-6,eco_smart_design_lab,1,Define a Community Challenge,39,39,60,0.65,62.1,60.9,77.2,0.821,0.077,0.385,0.333
cohort_session,C46_09,4-6,eco_smart_design_lab,2,Collect Simple Data,35,35,60,0.583,62.2,61.8,79.7,0.943,0.143,0.286,0.2
cohort_session,C46_09,4-6,eco_smart_design_lab,3,Design a Solution,38,38,60,0.633,66.3,65.9,83.1,0.974,0.158,0.184,0.158
cohort_session,C46_09,4-6,eco_smart_design_lab,4,Build a Prototype,40,40,60,0.667,64.3,63.2,82.2,0.975,0.1,0.25,0.175
cohort_session,C46_09,4-6,eco_smart_design_lab,5,Test With Users,39,39,60,0.65,67.1,65.4,79.2,0.821,0.103,0.308,0.333
cohort_session,C46_09,4-6,eco_smart_design_lab,6,Iterate With Evidence,41,41,60,0.683,70.4,68.1,82.8,1.0,0.171,0.122,0.122
cohort_session,C46_09,4-6,eco_smart_design_lab,7,Create a Clear Pitch,31,31,60,0.517,70.5,67.5,80.5,0.806,0.161,0.258,0.323
cohort_session,C46_09,4-6,eco_smart_design_lab,8,Expo Day,37,37,60,0.617,72.0,69.3,81.4,0.892,0.135,0.189,0.243
cohort_session,C46_10,4-6,eco_smart_design_lab,1,Define a Community Challenge,39,39,60,0.65,61.4,60.5,81.1,0.897,0.128,0.462,0.282
cohort_session,C46_10,4-6,eco_smart_design_lab,2,Collect Simple Data,32,32,60,0.533,64.2,63.7,83.2,1.0,0.094,0.219,0.188
cohort_session,C46_10,4-6,eco_smart_design_lab,3,Design a Solution,45,45,60,0.75,64.1,64.8,79.2,0.889,0.133,0.2,0.178
cohort_session,C46_10,4-6,eco_smart_design_lab,4,Build a Prototype,37,37,60,0.617,66.2,65.5,81.7,0.919,0.081,0.243,0.216
cohort_session,C46_10,4-6,eco_smart_design_lab,5,Test With Users,29,29,60,0.483,68.8,68.6,83.0,0.966,0.034,0.103,0.103
cohort_session,C46_10,4-6,eco_smart_design_lab,6,Iterate With Evidence,38,38,60,0.633,70.3,69.8,82.4,0.947,0.105,0.211,0.184
cohort_session,C46_10,4-6,eco_smart_design_lab,7,Create a Clear Pitch,40,40,60,0.667,70.4,69.1,82.3,0.925,0.25,0.15,0.225
cohort_session,C46_10,4-6,eco_smart_design_lab,8,Expo Day,40,40,60,0.667,72.2,71.4,82.8,0.925,0.175,0.125,0.15
cohort_session,C46_11,4-6,eco_smart_design_lab,1,Define a Community Challenge,35,35,60,0.583,63.3,62.6,82.2,0.971,0.114,0.286,0.171
cohort_session,C46_11,4-6,eco_smart_design_lab,2,Collect Simple Data,41,41,60,0.683,66.2,64.8,80.1,0.902,0.098,0.366,0.293
cohort_session,C46_11,4-6,eco_smart_design_lab,3,Design a Solution,43,43,60,0.717,66.0,65.5,81.5,0.907,0.116,0.209,0.233
cohort_session,C46_11,4-6,eco_smart_design_lab,4,Build a Prototype,45,45,60,0.75,67.6,65.0,82.6,0.956,0.044,0.244,0.2
cohort_session,C46_11,4-6,eco_smart_design_lab,5,Test With Users,35,35,60,0.583,69.0,68.3,82.7,0.943,0.171,0.143,0.114
cohort_session,C46_11,4-6,eco_smart_design_lab,6,Iterate With Evidence,29,29,60,0.483,69.8,67.9,81.0,0.862,0.069,0.241,0.31
cohort_session,C46_11,4-6,eco_smart_design_lab,7,Create a Clear Pitch,29,29,60,0.483,72.1,69.0,81.9,0.862,0.31,0.207,0.31
cohort_session,C46_11,4-6,eco_smart_design_lab,8,Expo Day,43,43,60,0.717,72.4,71.2,83.0,0.93,0.116,0.093,0.14
cohort_session,C46_12,4-6,eco_smart_design_lab,1,Define a Community Challenge,41,41,60,0.683,62.9,61.9,80.3,0.902,0.098,0.39,0.268
cohort_session,C46_12,4-6,eco_smart_design_lab,2,Collect Simple Data,32,32,60,0.533,64.9,63.4,79.3,0.812,0.156,0.312,0.344
cohort_session,C46_12,4-6,eco_smart_design_lab,3,Design a Solution,37,37,60,0.617,66.1,63.8,82.3,0.973,0.108,0.297,0.243
cohort_session,C46_12,4-6,eco_smart_design_lab,4,Build a Prototype,42,42,60,0.7,67.7,65.2,81.6,0.905,0.071,0.31,0.286
cohort_session,C46_12,4-6,eco_smart_design_lab,5,Test With Users,39,39,60,0.65,67.6,66.1,81.9,0.974,0.103,0.282,0.179
cohort_session,C46_12,4-6,eco_smart_design_lab,6,Iterate With Evidence,36,36,60,0.6,70.8,68.5,83.9,0.972,0.083,0.222,0.194
cohort_session,C46_12,4-6,eco_smart_design_lab,7,Create a Clear Pitch,41,41,60,0.683,72.0,69.7,80.8,0.854,0.268,0.171,0.22
cohort_session,C46_12,4-6,eco_smart_design_lab,8,Expo Day,32,32,60,0.533,72.7,69.8,83.7,0.969,0.094,0.188,0.156
cohort_session,C79_01,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",37,37,60,0.617,62.3,64.9,78.1,0.811,0.243,0.351,0.297
cohort_session,C79_01,7-9,ai_media_detective_lab,2,Data + Bias Basics,35,35,60,0.583,63.4,65.1,80.6,0.857,0.257,0.343,0.2
cohort_session,C79_01,7-9,ai_media_detective_lab,3,Build a Simple Classifier,34,34,60,0.567,65.5,67.1,81.7,0.941,0.176,0.206,0.176
cohort_session,C79_01,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,40,40,60,0.667,68.9,68.8,81.8,0.9,0.175,0.2,0.175
cohort_session,C79_01,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,44,44,60,0.733,69.8,70.4,83.9,0.977,0.182,0.182,0.136
cohort_session,C79_01,7-9,ai_media_detective_lab,6,Communicate Findings,40,40,60,0.667,70.6,70.8,83.3,0.975,0.15,0.275,0.25
cohort_session,C79_01,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,37,37,60,0.617,70.2,71.7,82.9,0.973,0.216,0.189,0.135
cohort_session,C79_01,7-9,ai_media_detective_lab,8,Public Showcase,33,33,60,0.55,73.6,73.6,82.6,0.939,0.152,0.121,0.152
cohort_session,C79_02,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",39,39,60,0.65,60.9,62.6,80.4,0.949,0.179,0.333,0.154
cohort_session,C79_02,7-9,ai_media_detective_lab,2,Data + Bias Basics,42,42,60,0.7,61.3,63.5,80.5,0.929,0.262,0.381,0.119
cohort_session,C79_02,7-9,ai_media_detective_lab,3,Build a Simple Classifier,33,33,60,0.55,63.8,64.5,80.4,0.879,0.182,0.273,0.152
cohort_session,C79_02,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,41,41,60,0.683,64.7,66.0,78.4,0.805,0.244,0.268,0.244
cohort_session,C79_02,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,37,37,60,0.617,66.2,67.9,79.9,0.946,0.189,0.216,0.162
cohort_session,C79_02,7-9,ai_media_detective_lab,6,Communicate Findings,37,37,60,0.617,67.6,69.7,81.8,0.973,0.162,0.027,0.027
cohort_session,C79_02,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,37,37,60,0.617,67.9,69.4,81.0,0.892,0.27,0.162,0.135
cohort_session,C79_02,7-9,ai_media_detective_lab,8,Public Showcase,34,34,60,0.567,70.7,70.8,82.6,0.912,0.294,0.147,0.206
cohort_session,C79_03,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",37,37,60,0.617,61.2,63.9,78.7,0.919,0.108,0.297,0.162
cohort_session,C79_03,7-9,ai_media_detective_lab,2,Data + Bias Basics,33,33,60,0.55,61.8,65.5,79.5,0.879,0.182,0.273,0.242
cohort_session,C79_03,7-9,ai_media_detective_lab,3,Build a Simple Classifier,36,36,60,0.6,66.3,67.3,81.6,0.972,0.278,0.25,0.194
cohort_session,C79_03,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,41,41,60,0.683,67.1,69.0,80.2,0.878,0.244,0.195,0.22
cohort_session,C79_03,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,37,37,60,0.617,69.8,70.3,81.2,0.919,0.135,0.216,0.216
cohort_session,C79_03,7-9,ai_media_detective_lab,6,Communicate Findings,40,40,60,0.667,70.9,71.6,81.6,0.925,0.225,0.225,0.2
cohort_session,C79_03,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,43,43,60,0.717,71.0,72.5,82.0,0.884,0.233,0.07,0.14
cohort_session,C79_03,7-9,ai_media_detective_lab,8,Public Showcase,33,33,60,0.55,75.3,74.8,83.3,0.939,0.242,0.121,0.152
cohort_session,C79_04,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",33,33,60,0.55,65.7,67.8,78.7,0.848,0.212,0.121,0.152
cohort_session,C79_04,7-9,ai_media_detective_lab,2,Data + Bias Basics,43,43,60,0.717,64.2,67.2,81.0,0.907,0.093,0.209,0.116
cohort_session,C79_04,7-9,ai_media_detective_lab,3,Build a Simple Classifier,43,43,60,0.717,65.7,68.3,81.1,0.907,0.233,0.093,0.093
cohort_session,C79_04,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,37,37,60,0.617,68.1,69.1,83.2,0.973,0.297,0.081,0.054
cohort_session,C79_04,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,30,30,60,0.5,71.7,72.7,82.4,0.933,0.233,0.033,0.067
cohort_session,C79_04,7-9,ai_media_detective_lab,6,Communicate Findings,34,34,60,0.567,73.5,74.1,84.9,1.0,0.176,0.0,0.0
cohort_session,C79_04,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,37,37,60,0.617,71.4,72.5,83.7,0.973,0.216,0.054,0.027
cohort_session,C79_04,7-9,ai_media_detective_lab,8,Public Showcase,43,43,60,0.717,74.0,74.5,83.3,0.907,0.279,0.047,0.093
cohort_session,C79_05,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",40,40,60,0.667,65.4,65.4,83.2,1.0,0.225,0.275,0.15
cohort_session,C79_05,7-9,ai_media_detective_lab,2,Data + Bias Basics,37,37,60,0.617,64.1,66.2,80.3,0.892,0.108,0.243,0.135
cohort_session,C79_05,7-9,ai_media_detective_lab,3,Build a Simple Classifier,32,32,60,0.533,66.8,70.0,80.2,0.906,0.219,0.219,0.156
cohort_session,C79_05,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,36,36,60,0.6,68.0,69.4,80.4,0.889,0.25,0.167,0.167
cohort_session,C79_05,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,41,41,60,0.683,69.6,69.4,82.6,0.976,0.244,0.244,0.195
cohort_session,C79_05,7-9,ai_media_detective_lab,6,Communicate Findings,37,37,60,0.617,72.0,72.0,82.6,0.946,0.189,0.135,0.135
cohort_session,C79_05,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,41,41,60,0.683,72.5,73.9,83.3,0.976,0.22,0.049,0.049
cohort_session,C79_05,7-9,ai_media_detective_lab,8,Public Showcase,36,36,60,0.6,75.0,73.7,82.5,0.944,0.25,0.139,0.167
cohort_session,C79_06,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",38,38,60,0.633,61.5,64.3,78.8,0.842,0.026,0.289,0.184
cohort_session,C79_06,7-9,ai_media_detective_lab,2,Data + Bias Basics,39,39,60,0.65,60.4,63.9,79.3,0.872,0.154,0.359,0.179
cohort_session,C79_06,7-9,ai_media_detective_lab,3,Build a Simple Classifier,33,33,60,0.55,66.0,67.4,81.4,0.97,0.242,0.152,0.121
cohort_session,C79_06,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,42,42,60,0.7,64.9,65.9,82.3,0.929,0.31,0.214,0.143
cohort_session,C79_06,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,42,42,60,0.7,66.8,68.8,78.7,0.833,0.19,0.19,0.214
cohort_session,C79_06,7-9,ai_media_detective_lab,6,Communicate Findings,39,39,60,0.65,69.0,69.9,81.5,0.923,0.231,0.128,0.103
cohort_session,C79_06,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,37,37,60,0.617,68.0,69.8,83.1,0.919,0.243,0.162,0.108
cohort_session,C79_06,7-9,ai_media_detective_lab,8,Public Showcase,30,30,60,0.5,71.8,72.2,83.0,0.967,0.267,0.167,0.133
cohort_session,C79_07,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",41,41,60,0.683,65.2,65.9,80.2,0.878,0.268,0.366,0.268
cohort_session,C79_07,7-9,ai_media_detective_lab,2,Data + Bias Basics,37,37,60,0.617,64.5,66.8,80.9,0.973,0.189,0.243,0.081
cohort_session,C79_07,7-9,ai_media_detective_lab,3,Build a Simple Classifier,29,29,60,0.483,68.2,67.6,81.4,0.966,0.345,0.276,0.172
cohort_session,C79_07,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,37,37,60,0.617,66.0,66.5,80.2,0.892,0.27,0.27,0.27
cohort_session,C79_07,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,43,43,60,0.717,68.9,69.8,82.0,0.93,0.186,0.163,0.186
cohort_session,C79_07,7-9,ai_media_detective_lab,6,Communicate Findings,33,33,60,0.55,70.9,71.5,81.7,0.939,0.152,0.182,0.152
cohort_session,C79_07,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,42,42,60,0.7,71.5,72.1,83.5,0.976,0.214,0.143,0.095
cohort_session,C79_07,7-9,ai_media_detective_lab,8,Public Showcase,38,38,60,0.633,73.5,73.4,82.6,0.921,0.263,0.079,0.132
cohort_session,C79_08,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",31,31,60,0.517,65.9,67.0,81.3,1.0,0.129,0.258,0.194
cohort_session,C79_08,7-9,ai_media_detective_lab,2,Data + Bias Basics,36,36,60,0.6,63.0,64.3,79.5,0.917,0.111,0.278,0.139
cohort_session,C79_08,7-9,ai_media_detective_lab,3,Build a Simple Classifier,42,42,60,0.7,66.6,67.9,79.8,0.929,0.214,0.214,0.19
cohort_session,C79_08,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,30,30,60,0.5,66.8,68.1,82.4,0.933,0.133,0.233,0.133
cohort_session,C79_08,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,41,41,60,0.683,70.3,71.5,80.4,0.902,0.122,0.195,0.244
cohort_session,C79_08,7-9,ai_media_detective_lab,6,Communicate Findings,41,41,60,0.683,72.8,70.9,82.0,0.902,0.171,0.244,0.293
cohort_session,C79_08,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,40,40,60,0.667,72.0,73.0,81.0,0.925,0.15,0.15,0.15
cohort_session,C79_08,7-9,ai_media_detective_lab,8,Public Showcase,39,39,60,0.65,74.1,73.4,81.4,0.897,0.282,0.179,0.205
cohort_session,C79_09,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",40,40,60,0.667,61.1,64.7,78.8,0.875,0.175,0.325,0.175
cohort_session,C79_09,7-9,ai_media_detective_lab,2,Data + Bias Basics,34,34,60,0.567,60.1,64.4,79.6,0.882,0.147,0.294,0.176
cohort_session,C79_09,7-9,ai_media_detective_lab,3,Build a Simple Classifier,37,37,60,0.617,64.9,66.6,79.4,0.865,0.297,0.243,0.243
cohort_session,C79_09,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,35,35,60,0.583,66.1,68.9,82.2,0.971,0.229,0.143,0.086
cohort_session,C79_09,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,44,44,60,0.733,68.0,70.6,82.1,0.955,0.273,0.091,0.114
cohort_session,C79_09,7-9,ai_media_detective_lab,6,Communicate Findings,37,37,60,0.617,69.5,70.9,82.5,0.946,0.27,0.189,0.189
cohort_session,C79_09,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,38,38,60,0.633,68.1,72.8,80.6,0.895,0.342,0.105,0.105
cohort_session,C79_09,7-9,ai_media_detective_lab,8,Public Showcase,35,35,60,0.583,72.1,73.3,82.0,0.971,0.371,0.114,0.114
cohort_session,C79_10,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",32,32,60,0.533,62.3,65.2,81.9,0.969,0.125,0.188,0.031
cohort_session,C79_10,7-9,ai_media_detective_lab,2,Data + Bias Basics,35,35,60,0.583,62.4,66.3,81.0,0.914,0.314,0.257,0.114
cohort_session,C79_10,7-9,ai_media_detective_lab,3,Build a Simple Classifier,33,33,60,0.55,66.7,67.5,78.9,0.758,0.333,0.242,0.273
cohort_session,C79_10,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,44,44,60,0.733,65.1,67.7,78.9,0.818,0.25,0.295,0.205
cohort_session,C79_10,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,41,41,60,0.683,67.1,68.5,82.9,0.951,0.195,0.098,0.073
cohort_session,C79_10,7-9,ai_media_detective_lab,6,Communicate Findings,38,38,60,0.633,69.2,70.1,82.8,0.974,0.316,0.132,0.053
cohort_session,C79_10,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,38,38,60,0.633,68.2,71.4,82.8,0.947,0.237,0.105,0.053
cohort_session,C79_10,7-9,ai_media_detective_lab,8,Public Showcase,39,39,60,0.65,73.9,73.7,82.3,0.872,0.256,0.051,0.128
cohort_session,C79_11,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",31,31,60,0.517,62.2,65.4,80.7,0.968,0.226,0.226,0.097
